schoolid,schoolName,address,lowGrade,highGrade,schoolLevel,district,county,rankMovement,schoolYearlyDetails,hasBoundary
80336000365,Holm Elementary School,"{'latLong': {'latitude': 39.6575, 'longitude': -104.8921}, 'street': '3185 South Willow Court', 'city': 'Denver', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80231', 'zip4': '4532', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Denver/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80231/search.aspx', 'html': '3185 South Willow Court<br />Denver, CO 80231-4532'}",PK,5,Elementary,"{'districtID': '0803360', 'districtName': 'School District No. 1', 'url': 'https://www.schooldigger.com/go/CO/district/03360/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=03360'}","{'countyName': 'Denver County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Denver+County/search.aspx'}",-85.0,"[{'year': 2020, 'numberOfStudents': 475, 'percentFreeDiscLunch': 77.47, 'percentofAfricanAmericanStudents': 15.37, 'percentofAsianStudents': 4.0, 'percentofHispanicStudents': 50.74, 'percentofIndianStudents': 0.42, 'percentofPacificIslanderStudents': 0.84, 'percentofWhiteStudents': 23.58, 'percentofTwoOrMoreRaceStudents': 5.05, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 28.7, 'pupilTeacherRatio': 16.5, 'numberofAfricanAmericanStudents': 73, 'numberofAsianStudents': 19, 'numberofHispanicStudents': 241, 'numberofIndianStudents': 2, 'numberofPacificIslanderStudents': 4, 'numberofWhiteStudents': 112, 'numberofTwoOrMoreRaceStudents': 24, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 480, 'percentFreeDiscLunch': 81.46, 'percentofAfricanAmericanStudents': 15.83, 'percentofAsianStudents': 3.96, 'percentofHispanicStudents': 55.42, 'percentofIndianStudents': 0.21, 'percentofPacificIslanderStudents': 0.62, 'percentofWhiteStudents': 19.58, 'percentofTwoOrMoreRaceStudents': 4.38, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 28.9, 'pupilTeacherRatio': 16.5, 'numberofAfricanAmericanStudents': 76, 'numberofAsianStudents': 19, 'numberofHispanicStudents': 266, 'numberofIndianStudents': 1, 'numberofPacificIslanderStudents': 3, 'numberofWhiteStudents': 94, 'numberofTwoOrMoreRaceStudents': 21, 'numberofUnspecifiedRaceStudents': None}]",True
80291000195,Homestead Elementary School,"{'latLong': {'latitude': 39.582, 'longitude': -104.9101}, 'street': '7451 South Homestead Parkway', 'city': 'Centennial', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80112', 'zip4': '1612', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Centennial/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80112/search.aspx', 'html': '7451 South Homestead Parkway<br />Centennial, CO 80112-1612'}",PK,5,Elementary,"{'districtID': '0802910', 'districtName': 'Cherry Creek School District No. 5', 'url': 'https://www.schooldigger.com/go/CO/district/02910/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=02910'}","{'countyName': 'Arapahoe County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Arapahoe+County/search.aspx'}",4.0,"[{'year': 2020, 'numberOfStudents': 473, 'percentFreeDiscLunch': 6.55, 'percentofAfricanAmericanStudents': 1.06, 'percentofAsianStudents': 8.88, 'percentofHispanicStudents': 9.94, 'percentofIndianStudents': 0.85, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 71.67, 'percentofTwoOrMoreRaceStudents': 7.61, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 30.3, 'pupilTeacherRatio': 15.6, 'numberofAfricanAmericanStudents': 5, 'numberofAsianStudents': 42, 'numberofHispanicStudents': 47, 'numberofIndianStudents': 4, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 339, 'numberofTwoOrMoreRaceStudents': 36, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 503, 'percentFreeDiscLunch': 9.54, 'percentofAfricanAmericanStudents': 0.6, 'percentofAsianStudents': 11.13, 'percentofHispanicStudents': 12.13, 'percentofIndianStudents': 0.2, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 68.59, 'percentofTwoOrMoreRaceStudents': 7.36, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 29.7, 'pupilTeacherRatio': 16.9, 'numberofAfricanAmericanStudents': 3, 'numberofAsianStudents': 56, 'numberofHispanicStudents': 61, 'numberofIndianStudents': 1, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 345, 'numberofTwoOrMoreRaceStudents': 37, 'numberofUnspecifiedRaceStudents': None}]",True
80531000883,Hopkins Elementary School,"{'latLong': {'latitude': 39.588, 'longitude': -104.9814}, 'street': '7171 South Pennsylvania Street', 'city': 'Centennial', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80122', 'zip4': '1151', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Centennial/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80122/search.aspx', 'html': '7171 South Pennsylvania Street<br />Centennial, CO 80122-1151'}",PK,5,Elementary,"{'districtID': '0805310', 'districtName': 'Littleton School District No. 6', 'url': 'https://www.schooldigger.com/go/CO/district/05310/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=05310'}","{'countyName': 'Arapahoe County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Arapahoe+County/search.aspx'}",53.0,"[{'year': 2020, 'numberOfStudents': 346, 'percentFreeDiscLunch': 15.03, 'percentofAfricanAmericanStudents': 1.16, 'percentofAsianStudents': 1.45, 'percentofHispanicStudents': 16.47, 'percentofIndianStudents': 0.0, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 75.72, 'percentofTwoOrMoreRaceStudents': 5.2, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 17.6, 'pupilTeacherRatio': 19.6, 'numberofAfricanAmericanStudents': 4, 'numberofAsianStudents': 5, 'numberofHispanicStudents': 57, 'numberofIndianStudents': 0, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 262, 'numberofTwoOrMoreRaceStudents': 18, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 347, 'percentFreeDiscLunch': 15.85, 'percentofAfricanAmericanStudents': 0.86, 'percentofAsianStudents': 2.31, 'percentofHispanicStudents': 17.0, 'percentofIndianStudents': 0.0, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 76.08, 'percentofTwoOrMoreRaceStudents': 3.75, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 17.5, 'pupilTeacherRatio': 19.8, 'numberofAfricanAmericanStudents': 3, 'numberofAsianStudents': 8, 'numberofHispanicStudents': 59, 'numberofIndianStudents': 0, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 264, 'numberofTwoOrMoreRaceStudents': 13, 'numberofUnspecifiedRaceStudents': None}]",True
80690001491,Horizon High School,"{'latLong': {'latitude': 39.9443, 'longitude': -104.9259}, 'street': '5321 East 136th Avenue', 'city': 'Brighton', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80601', 'zip4': '7714', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Brighton/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80601/search.aspx', 'html': '5321 East 136th Avenue<br />Brighton, CO 80601-7714'}",9,12,High,"{'districtID': '0806900', 'districtName': 'Adams 12 Five Star Schools', 'url': 'https://www.schooldigger.com/go/CO/district/06900/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=06900'}","{'countyName': 'Adams County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Adams+County/search.aspx'}",9.0,"[{'year': 2020, 'numberOfStudents': 2059, 'percentFreeDiscLunch': 17.48, 'percentofAfricanAmericanStudents': 2.19, 'percentofAsianStudents': 6.36, 'percentofHispanicStudents': 27.63, 'percentofIndianStudents': 0.29, 'percentofPacificIslanderStudents': 0.1, 'percentofWhiteStudents': 60.71, 'percentofTwoOrMoreRaceStudents': 2.72, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 97.8, 'pupilTeacherRatio': 21.0, 'numberofAfricanAmericanStudents': 45, 'numberofAsianStudents': 131, 'numberofHispanicStudents': 569, 'numberofIndianStudents': 6, 'numberofPacificIslanderStudents': 2, 'numberofWhiteStudents': 1250, 'numberofTwoOrMoreRaceStudents': 56, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 2007, 'percentFreeDiscLunch': 16.89, 'percentofAfricanAmericanStudents': 1.69, 'percentofAsianStudents': 6.08, 'percentofHispanicStudents': 27.3, 'percentofIndianStudents': 0.25, 'percentofPacificIslanderStudents': 0.1, 'percentofWhiteStudents': 62.83, 'percentofTwoOrMoreRaceStudents': 1.74, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 96.0, 'pupilTeacherRatio': 20.8, 'numberofAfricanAmericanStudents': 34, 'numberofAsianStudents': 122, 'numberofHispanicStudents': 548, 'numberofIndianStudents': 5, 'numberofPacificIslanderStudents': 2, 'numberofWhiteStudents': 1261, 'numberofTwoOrMoreRaceStudents': 35, 'numberofUnspecifiedRaceStudents': None}]",True
80291001328,Horizon Middle School,"{'latLong': {'latitude': 39.6433, 'longitude': -104.7715}, 'street': '3981 South Reservoir Road', 'city': 'Aurora', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80013', 'zip4': '3804', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Aurora/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80013/search.aspx', 'html': '3981 South Reservoir Road<br />Aurora, CO 80013-3804'}",6,8,Middle,"{'districtID': '0802910', 'districtName': 'Cherry Creek School District No. 5', 'url': 'https://www.schooldigger.com/go/CO/district/02910/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=02910'}","{'countyName': 'Arapahoe County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Arapahoe+County/search.aspx'}",-56.0,"[{'year': 2020, 'numberOfStudents': 983, 'percentFreeDiscLunch': 54.22, 'percentofAfricanAmericanStudents': 16.89, 'percentofAsianStudents': 4.88, 'percentofHispanicStudents': 33.57, 'percentofIndianStudents': 0.61, 'percentofPacificIslanderStudents': 0.41, 'percentofWhiteStudents': 36.32, 'percentofTwoOrMoreRaceStudents': 7.32, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 53.7, 'pupilTeacherRatio': 18.2, 'numberofAfricanAmericanStudents': 166, 'numberofAsianStudents': 48, 'numberofHispanicStudents': 330, 'numberofIndianStudents': 6, 'numberofPacificIslanderStudents': 4, 'numberofWhiteStudents': 357, 'numberofTwoOrMoreRaceStudents': 72, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 989, 'percentFreeDiscLunch': 53.39, 'percentofAfricanAmericanStudents': 16.48, 'percentofAsianStudents': 4.35, 'percentofHispanicStudents': 30.13, 'percentofIndianStudents': 0.71, 'percentofPacificIslanderStudents': 0.51, 'percentofWhiteStudents': 40.04, 'percentofTwoOrMoreRaceStudents': 7.79, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 56.8, 'pupilTeacherRatio': 17.4, 'numberofAfricanAmericanStudents': 163, 'numberofAsianStudents': 43, 'numberofHispanicStudents': 298, 'numberofIndianStudents': 7, 'numberofPacificIslanderStudents': 5, 'numberofWhiteStudents': 396, 'numberofTwoOrMoreRaceStudents': 77, 'numberofUnspecifiedRaceStudents': None}]",True
80690001178,Hulstrom Options K-8 School,"{'latLong': {'latitude': 39.905737, 'longitude': -104.96563}, 'street': '11551 Wyco Drive', 'city': 'Northglenn', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80233', 'zip4': '2280', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Northglenn/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80233/search.aspx', 'html': '11551 Wyco Drive<br />Northglenn, CO 80233-2280'}",K,8,Elementary,"{'districtID': '0806900', 'districtName': 'Adams 12 Five Star Schools', 'url': 'https://www.schooldigger.com/go/CO/district/06900/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=06900'}","{'countyName': 'Adams County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Adams+County/search.aspx'}",-2.0,"[{'year': 2020, 'numberOfStudents': 678, 'percentFreeDiscLunch': 9.29, 'percentofAfricanAmericanStudents': 2.06, 'percentofAsianStudents': 15.93, 'percentofHispanicStudents': 12.39, 'percentofIndianStudents': 0.44, 'percentofPacificIslanderStudents': 0.15, 'percentofWhiteStudents': 60.77, 'percentofTwoOrMoreRaceStudents': 8.26, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 35.7, 'pupilTeacherRatio': 18.9, 'numberofAfricanAmericanStudents': 14, 'numberofAsianStudents': 108, 'numberofHispanicStudents': 84, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 1, 'numberofWhiteStudents': 412, 'numberofTwoOrMoreRaceStudents': 56, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 676, 'percentFreeDiscLunch': 8.88, 'percentofAfricanAmericanStudents': 1.78, 'percentofAsianStudents': 17.75, 'percentofHispanicStudents': 10.95, 'percentofIndianStudents': 0.3, 'percentofPacificIslanderStudents': 0.15, 'percentofWhiteStudents': 62.13, 'percentofTwoOrMoreRaceStudents': 6.95, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 34.2, 'pupilTeacherRatio': 19.7, 'numberofAfricanAmericanStudents': 12, 'numberofAsianStudents': 120, 'numberofHispanicStudents': 74, 'numberofIndianStudents': 2, 'numberofPacificIslanderStudents': 1, 'numberofWhiteStudents': 420, 'numberofTwoOrMoreRaceStudents': 47, 'numberofUnspecifiedRaceStudents': None}]",True
80690001419,Hunters Glen Elementary School,"{'latLong': {'latitude': 39.9365, 'longitude': -104.9722}, 'street': '13222 Corona Street', 'city': 'Thornton', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80241', 'zip4': '1162', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Thornton/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80241/search.aspx', 'html': '13222 Corona Street<br />Thornton, CO 80241-1162'}",PK,5,Elementary,"{'districtID': '0806900', 'districtName': 'Adams 12 Five Star Schools', 'url': 'https://www.schooldigger.com/go/CO/district/06900/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=06900'}","{'countyName': 'Adams County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Adams+County/search.aspx'}",92.0,"[{'year': 2020, 'numberOfStudents': 471, 'percentFreeDiscLunch': 26.96, 'percentofAfricanAmericanStudents': 3.61, 'percentofAsianStudents': 3.4, 'percentofHispanicStudents': 35.88, 'percentofIndianStudents': 0.64, 'percentofPacificIslanderStudents': 0.21, 'percentofWhiteStudents': 53.29, 'percentofTwoOrMoreRaceStudents': 2.97, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 21.0, 'pupilTeacherRatio': 22.4, 'numberofAfricanAmericanStudents': 17, 'numberofAsianStudents': 16, 'numberofHispanicStudents': 169, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 1, 'numberofWhiteStudents': 251, 'numberofTwoOrMoreRaceStudents': 14, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 479, 'percentFreeDiscLunch': 25.26, 'percentofAfricanAmericanStudents': 2.71, 'percentofAsianStudents': 5.01, 'percentofHispanicStudents': 30.48, 'percentofIndianStudents': 0.63, 'percentofPacificIslanderStudents': 0.21, 'percentofWhiteStudents': 56.78, 'percentofTwoOrMoreRaceStudents': 4.18, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 21.5, 'pupilTeacherRatio': 22.1, 'numberofAfricanAmericanStudents': 13, 'numberofAsianStudents': 24, 'numberofHispanicStudents': 146, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 1, 'numberofWhiteStudents': 272, 'numberofTwoOrMoreRaceStudents': 20, 'numberofUnspecifiedRaceStudents': None}]",True
80480000738,Hutchinson Elementary School,"{'latLong': {'latitude': 39.6816, 'longitude': -105.1456}, 'street': '12900 West Utah Avenue', 'city': 'Lakewood', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80228', 'zip4': '4223', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Lakewood/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80228/search.aspx', 'html': '12900 West Utah Avenue<br />Lakewood, CO 80228-4223'}",PK,5,Elementary,"{'districtID': '0804800', 'districtName': 'Jefferson County School District No. R-1', 'url': 'https://www.schooldigger.com/go/CO/district/04800/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=04800'}","{'countyName': 'Jefferson County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Jefferson+County/search.aspx'}",-29.0,"[{'year': 2020, 'numberOfStudents': 260, 'percentFreeDiscLunch': 22.31, 'percentofAfricanAmericanStudents': 0.0, 'percentofAsianStudents': 2.69, 'percentofHispanicStudents': 16.92, 'percentofIndianStudents': 0.0, 'percentofPacificIslanderStudents': 0.38, 'percentofWhiteStudents': 76.54, 'percentofTwoOrMoreRaceStudents': 3.46, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 17.1, 'pupilTeacherRatio': 15.1, 'numberofAfricanAmericanStudents': 0, 'numberofAsianStudents': 7, 'numberofHispanicStudents': 44, 'numberofIndianStudents': 0, 'numberofPacificIslanderStudents': 1, 'numberofWhiteStudents': 199, 'numberofTwoOrMoreRaceStudents': 9, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 229, 'percentFreeDiscLunch': 25.33, 'percentofAfricanAmericanStudents': 0.44, 'percentofAsianStudents': 1.75, 'percentofHispanicStudents': 19.21, 'percentofIndianStudents': 0.0, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 74.24, 'percentofTwoOrMoreRaceStudents': 4.37, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 16.0, 'pupilTeacherRatio': 14.2, 'numberofAfricanAmericanStudents': 1, 'numberofAsianStudents': 4, 'numberofHispanicStudents': 44, 'numberofIndianStudents': 0, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 170, 'numberofTwoOrMoreRaceStudents': 10, 'numberofUnspecifiedRaceStudents': None}]",True
80291000196,Independence Elementary School,"{'latLong': {'latitude': 39.6319, 'longitude': -104.7979}, 'street': '4700 South Memphis Street', 'city': 'Aurora', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80015', 'zip4': '1614', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Aurora/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80015/search.aspx', 'html': '4700 South Memphis Street<br />Aurora, CO 80015-1614'}",PK,5,Elementary,"{'districtID': '0802910', 'districtName': 'Cherry Creek School District No. 5', 'url': 'https://www.schooldigger.com/go/CO/district/02910/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=02910'}","{'countyName': 'Arapahoe County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Arapahoe+County/search.aspx'}",-89.0,"[{'year': 2020, 'numberOfStudents': 501, 'percentFreeDiscLunch': 60.28, 'percentofAfricanAmericanStudents': 18.56, 'percentofAsianStudents': 2.79, 'percentofHispanicStudents': 26.75, 'percentofIndianStudents': 0.8, 'percentofPacificIslanderStudents': 0.4, 'percentofWhiteStudents': 37.13, 'percentofTwoOrMoreRaceStudents': 13.57, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 35.5, 'pupilTeacherRatio': 14.0, 'numberofAfricanAmericanStudents': 93, 'numberofAsianStudents': 14, 'numberofHispanicStudents': 134, 'numberofIndianStudents': 4, 'numberofPacificIslanderStudents': 2, 'numberofWhiteStudents': 186, 'numberofTwoOrMoreRaceStudents': 68, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 516, 'percentFreeDiscLunch': 59.3, 'percentofAfricanAmericanStudents': 18.99, 'percentofAsianStudents': 3.29, 'percentofHispanicStudents': 24.81, 'percentofIndianStudents': 0.58, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 39.34, 'percentofTwoOrMoreRaceStudents': 12.98, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 35.2, 'pupilTeacherRatio': 14.6, 'numberofAfricanAmericanStudents': 98, 'numberofAsianStudents': 17, 'numberofHispanicStudents': 128, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 203, 'numberofTwoOrMoreRaceStudents': 67, 'numberofUnspecifiedRaceStudents': None}]",True
80291001390,Indian Ridge Elementary School,"{'latLong': {'latitude': 39.6215, 'longitude': -104.7968}, 'street': '16501 East Progress Drive', 'city': 'Aurora', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80015', 'zip4': '4135', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Aurora/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80015/search.aspx', 'html': '16501 East Progress Drive<br />Aurora, CO 80015-4135'}",PK,5,Elementary,"{'districtID': '0802910', 'districtName': 'Cherry Creek School District No. 5', 'url': 'https://www.schooldigger.com/go/CO/district/02910/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=02910'}","{'countyName': 'Arapahoe County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Arapahoe+County/search.aspx'}",-31.0,"[{'year': 2020, 'numberOfStudents': 514, 'percentFreeDiscLunch': 12.06, 'percentofAfricanAmericanStudents': 7.39, 'percentofAsianStudents': 11.28, 'percentofHispanicStudents': 14.98, 'percentofIndianStudents': 1.17, 'percentofPacificIslanderStudents': 0.39, 'percentofWhiteStudents': 56.03, 'percentofTwoOrMoreRaceStudents': 8.75, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 29.4, 'pupilTeacherRatio': 17.4, 'numberofAfricanAmericanStudents': 38, 'numberofAsianStudents': 58, 'numberofHispanicStudents': 77, 'numberofIndianStudents': 6, 'numberofPacificIslanderStudents': 2, 'numberofWhiteStudents': 288, 'numberofTwoOrMoreRaceStudents': 45, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 522, 'percentFreeDiscLunch': 11.88, 'percentofAfricanAmericanStudents': 7.66, 'percentofAsianStudents': 11.69, 'percentofHispanicStudents': 12.45, 'percentofIndianStudents': 0.57, 'percentofPacificIslanderStudents': 0.38, 'percentofWhiteStudents': 58.24, 'percentofTwoOrMoreRaceStudents': 9.0, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 28.9, 'pupilTeacherRatio': 18.0, 'numberofAfricanAmericanStudents': 40, 'numberofAsianStudents': 61, 'numberofHispanicStudents': 65, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 2, 'numberofWhiteStudents': 304, 'numberofTwoOrMoreRaceStudents': 47, 'numberofUnspecifiedRaceStudents': None}]",True
80291006728,Infinity Middle School,"{'latLong': {'latitude': 39.63349, 'longitude': -104.747681}, 'street': '4500 South Himalaya Street', 'city': 'Aurora', 'state': 'CO', 'stateFull': 'Colorado', 'zip': '80015', 'zip4': '5530', 'cityURL': 'https://www.schooldigger.com/go/CO/city/Aurora/search.aspx', 'zipURL': 'https://www.schooldigger.com/go/CO/zip/80015/search.aspx', 'html': '4500 South Himalaya Street<br />Aurora, CO 80015-5530'}",6,8,Middle,"{'districtID': '0802910', 'districtName': 'Cherry Creek School District No. 5', 'url': 'https://www.schooldigger.com/go/CO/district/02910/search.aspx', 'rankURL': 'https://www.schooldigger.com/go/CO/districtrank.aspx?finddistrict=02910'}","{'countyName': 'Arapahoe County', 'countyURL': 'https://www.schooldigger.com/go/CO/county/Arapahoe+County/search.aspx'}",,"[{'year': 2020, 'numberOfStudents': 770, 'percentFreeDiscLunch': 15.97, 'percentofAfricanAmericanStudents': 7.79, 'percentofAsianStudents': 8.57, 'percentofHispanicStudents': 15.84, 'percentofIndianStudents': 0.39, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 59.35, 'percentofTwoOrMoreRaceStudents': 8.05, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 43.4, 'pupilTeacherRatio': 17.7, 'numberofAfricanAmericanStudents': 60, 'numberofAsianStudents': 66, 'numberofHispanicStudents': 122, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 457, 'numberofTwoOrMoreRaceStudents': 62, 'numberofUnspecifiedRaceStudents': None}, {'year': 2019, 'numberOfStudents': 474, 'percentFreeDiscLunch': 16.67, 'percentofAfricanAmericanStudents': 8.02, 'percentofAsianStudents': 8.86, 'percentofHispanicStudents': 17.93, 'percentofIndianStudents': 0.63, 'percentofPacificIslanderStudents': 0.0, 'percentofWhiteStudents': 57.59, 'percentofTwoOrMoreRaceStudents': 6.96, 'percentofUnspecifiedRaceStudents': None, 'teachersFulltime': 24.7, 'pupilTeacherRatio': 19.1, 'numberofAfricanAmericanStudents': 38, 'numberofAsianStudents': 42, 'numberofHispanicStudents': 85, 'numberofIndianStudents': 3, 'numberofPacificIslanderStudents': 0, 'numberofWhiteStudents': 273, 'numberofTwoOrMoreRaceStudents': 33, 'numberofUnspecifiedRaceStudents': None}]",False
