property_code,address_1,city,state,zipcode,beds,baths,sqft,market_rent,lat,lng,districtMatch,estimatedPrice
10064633,10414 Strasburg Way,Parker,CO,80134,3,4.0,2104,2686.0,39.52784,-104.7872,Douglas County RE 1 School District,517655.0
10064659,13561 Vallejo St,Westminster,CO,80234,3,2.0,1407,2325.0,39.94125,-105.01434,Adams 12 Five Star Schools,486666.67
10064665,12116 Grape St,Thornton,CO,80241,4,3.0,1813,2390.0,39.91627,-104.92404,Adams 12 Five Star Schools,465333.33
10064666,13340 Cherry Cir,Thornton,CO,80241,4,3.5,2036,2735.0,39.938,-104.93421,Adams 12 Five Star Schools,457385.0
10066638,845 W 101st Pl,Northglenn,CO,80260,3,2.0,900,2100.0,39.88014,-104.9973,Adams 12 Five Star Schools,413300.0
10066790,8661 Red Clover Ct,Parker,CO,80134,3,2.0,1490,2446.0,39.55985,-104.79983,Douglas County RE 1 School District,459516.35
10066807,8697 W 86th Cir,Arvada,CO,80005,4,2.0,924,2340.0,39.854,-105.09,Jefferson County R-1 School District,411633.33
10066852,8736 Greengrass Way,Parker,CO,80134,3,2.0,1471,2450.0,39.55807,-104.79421,Douglas County RE 1 School District,430000.0
10066854,8738 Snowbird Way,Parker,CO,80134,3,3.0,1307,2380.0,39.55829,-104.79605,Douglas County RE 1 School District,388266.67
10066974,8956 W 88th Pl,Westminster,CO,80021,3,1.5,1325,2300.0,39.85753,-105.09709,Jefferson County R-1 School District,346633.33
10068352,9051 Bermuda Run Cir,Highlands Ranch,CO,80130,3,2.0,1322,2450.0,39.55173,-104.91204,Douglas County RE 1 School District,457966.67
10070508,9074 Moon Cir,Thornton,CO,80229,3,1.0,1140,2145.0,39.86093,-104.95744,Mapleton 1 School District,373564.95
10071120,9131 Judson St,Westminster,CO,80031,4,2.0,1800,2605.0,39.86246,-105.02907,Westminster 50 School District,426633.33
10072686,9343 W Capri Ave,Littleton,CO,80123,4,3.0,1893,2645.0,39.6064,-105.1029,Jefferson County R-1 School District,472282.3
10072754,9434 Brentwood St,Westminster,CO,80021,3,2.0,1915,2615.0,39.87,-105.09,Jefferson County R-1 School District,548333.33
10073279,9731 W 104th Dr,Westminster,CO,80021,3,2.0,1144,2345.0,39.884,-105.107,Jefferson County R-1 School District,396666.67
10095558,8922 W Radcliffe Pl,Littleton,CO,80123,3,2.0,2026,2231.0,39.63617,-105.09708,Jefferson County R-1 School District,493885.0
10095558,8922 W Radcliffe Pl,Littleton,CO,80123,3,2.0,2026,2600.0,39.63617,-105.09708,Jefferson County R-1 School District,493885.0
10096018,7025 Zenobia St,Westminster,CO,80030,4,2.0,1904,2831.0,39.82508,-105.05287,Westminster 50 School District,461624.33
10096455,5183 E 119th Way,Thornton,CO,80233,3,2.5,1405,2600.0,39.91292,-104.92692,Adams 12 Five Star Schools,416633.33
10096530,5120 Troy St,Denver,CO,80239,3,2.0,1864,2525.0,39.78991,-104.84171,Denver County 1 School District,384000.0
10096530,5120 Troy St,Denver,CO,80239,3,2.0,1864,2300.0,39.78991,-104.84171,Denver County 1 School District,383540.0
10096947,19929 E 47th Dr,Denver,CO,80249,3,2.5,1754,2567.0,39.78309,-104.75736,Denver County 1 School District,409705.9
10110018,3962 S Helena St,Aurora,CO,80013,3,3.0,1900,2700.0,39.64402,-104.80711,Cherry Creek 5 School District,444000.0
10110154,11039 Grange Creek Dr,Thornton,CO,80233,4,2.0,1885,2845.0,39.89594,-104.92393,Adams 12 Five Star Schools,414553.35
10110158,5431 S Genoa St,Centennial,CO,80015,4,3.5,2185,2800.0,39.617647,-104.757882,Cherry Creek 5 School District,504880.0
10110322,3813 S Ceylon Way,Aurora,CO,80013,4,2.0,1814,2495.0,39.64733,-104.76226,Cherry Creek 5 School District,352474.5
10110346,5722 S Netherland St,Centennial,CO,80015,5,2.0,2314,2810.0,39.61273,-104.73871,Cherry Creek 5 School District,437704.95
10110559,11062 Wolff Way,Westminster,CO,80031,3,2.5,2142,2845.0,39.8973,-105.04747,Adams 12 Five Star Schools,567055.0
10110567,3604 S Flanders St,Aurora,CO,80013,4,2.0,1862,2639.0,39.65063,-104.75707,Cherry Creek 5 School District,418330.0
10110567,3604 S Flanders St,Aurora,CO,80013,4,2.0,1862,2585.0,39.65063,-104.75707,Cherry Creek 5 School District,426080.0
10110597,1965 Rosemary St,Denver,CO,80220,3,2.0,1463,2585.0,39.74659,-104.90021,Denver County 1 School District,487900.0
10111139,16265 E Hamilton Pl,Aurora,CO,80013,4,2.0,2048,2690.0,39.65399,-104.79861,Adams-Arapahoe 28J School District,393560.0
10111139,16265 E Hamilton Pl,Aurora,CO,80013,4,2.0,2048,2775.0,39.65399,-104.79861,Adams-Arapahoe 28J School District,396560.0
10111186,3770 S Jebel Way,Aurora,CO,80013,4,2.5,2182,2699.0,39.64782,-104.75018,Cherry Creek 5 School District,442894.95
10111211,3674 S Cathay St,Aurora,CO,80013,3,2.5,1826,2525.0,39.64894,-104.76544,Cherry Creek 5 School District,403074.2
10111507,5770 S Orleans St,Centennial,CO,80015,4,2.0,1858,2742.0,39.61092,-104.73749,Cherry Creek 5 School District,432964.95
10111548,4618 S Joplin Way,Aurora,CO,80015,4,2.5,1836,2544.0,39.6328,-104.80363,Cherry Creek 5 School District,399384.5
10111591,4797 S Quintero St,Aurora,CO,80015,4,2.5,1585,2525.0,39.62973,-104.78688,Cherry Creek 5 School District,384833.65
10111634,5202 E 119th Ct,Thornton,CO,80233,3,2.25,1405,2429.0,39.91321,-104.92593,Adams 12 Five Star Schools,429015.0
10111679,3597 S Halifax Way,Aurora,CO,80013,3,2.5,1830,2600.0,39.65118,-104.75496,Cherry Creek 5 School District,424705.0
10111870,12426 Dexter St,Thornton,CO,80241,3,2.5,1549,2625.0,39.92233,-104.93305,Adams 12 Five Star Schools,383217.5
10111927,3663 E 133rd Ct,Thornton,CO,80241,3,2.5,2240,2500.0,39.93676,-104.94433,Adams 12 Five Star Schools,505135.0
10112212,8955 Cody Ct,Westminster,CO,80021,4,2.0,1584,2522.0,39.86043,-105.09449,Jefferson County R-1 School District,411760.0
10112259,2464 S Gibralter Way,Aurora,CO,80013,3,2.5,1582,2510.0,39.67377,-104.75468,Adams-Arapahoe 28J School District,406666.67
10112282,6486 S Dexter St,Centennial,CO,80121,5,2.0,2028,2849.0,39.59963,-104.93205,Littleton 6 School District,501260.0
10112362,12757 S Red Rosa Cir,Parker,CO,80134,3,2.5,2167,2890.0,39.485004,-104.783414,Douglas County RE 1 School District,610161.0
10112395,18275 E Bellewood Dr,Aurora,CO,80015,3,3.5,2164,2725.0,39.62502,-104.77515,Cherry Creek 5 School District,402465.0
10112529,9764 Columbine Ct,Thornton,CO,80229,4,2.0,1908,2665.0,39.87324,-104.95627,Mapleton 1 School District,405460.0
10112548,12831 Billingsley Trl,Parker,CO,80134,4,2.5,1892,2732.0,39.482911,-104.787269,Douglas County RE 1 School District,527895.8
10113259,19775 E Oxford Dr,Aurora,CO,80013,4,3.0,2049,2737.0,39.642,-104.75932,Cherry Creek 5 School District,398915.0
10113461,17574 E Bellewood Cir,Aurora,CO,80015,4,2.5,2536,3035.0,39.62435,-104.78309,Cherry Creek 5 School District,442340.0
10114198,501 Emery Rd,Northglenn,CO,80233,4,2.0,1954,2475.0,39.89874,-104.97971,Adams 12 Five Star Schools,411664.85
10115089,10062 Milwaukee St,Thornton,CO,80229,3,2.5,1591,2545.0,39.87842,-104.95208,Mapleton 1 School District,405185.0
10115252,16430 Race St,Thornton,CO,80602,3,3.0,1672,2675.0,39.99459,-104.962,Adams 12 Five Star Schools,544649.0
10115518,22039 E Princeton Cir,Aurora,CO,80018,3,2.5,1522,2525.0,39.63974,-104.73039,Cherry Creek 5 School District,452195.0
10115542,5558 S Ireland Way,Centennial,CO,80015,3,2.5,1846,2610.0,39.61577,-104.75141,Cherry Creek 5 School District,445810.0
10115563,15883 E Bethany Pl,Aurora,CO,80013,5,3.0,1860,2425.0,39.66316,-104.80322,Adams-Arapahoe 28J School District,393565.0
10115863,12193 Monaco Dr,Brighton,CO,80602,3,2.0,1809,2500.0,39.91704,-104.91232,Adams 12 Five Star Schools,434475.0
10115951,10277 Dusk Way,Littleton,CO,80125,4,3.0,2100,2765.0,39.4743,-105.07861,Douglas County RE 1 School District,479039.95
