Unnamed: 0,address,city,zip,beds,baths,sqft,listPrice,taxes,hoaFees,hoaFreq,lat,lng,elementarySchool,middleSchool,highSchool,yearly_hoa,costofMoney,districtMatch,RentperSqFt,market_rent,maintenance,management,ROI,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,percentofWhiteStudents,rankMovement
0,5211 Willow Way,Denver,80238,4.0,4.0,2773,750000,5431,43,Monthly,39.79228466,-104.88626328,Westerly Creek,McAuliffe International,Northfield,516,30000.0,Denver County 1 School District,1.46,4048.58,6072.87,3886.6368,2676.45,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
1,3547 S Ivanhoe Street,Denver,80237,5.0,4.0,3269,750000,2919,0,N/A,39.65166941,-104.92211894,Southmoor,Hamilton,Thomas Jefferson,0,30000.0,Denver County 1 School District,1.46,4772.74,7159.11,4581.8304,12612.94,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
2,1128 S Jackson Street,Denver,80210,2.0,2.0,1595,750000,2935,0,N/A,39.69609348,-104.9432679,Cory,Merrill,South,0,30000.0,Denver County 1 School District,1.46,2328.7,3493.0499999999997,2235.5519999999997,-10719.2,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
3,2585 N Holly Street,Denver,80207,4.0,2.0,1795,750000,2877,0,N/A,39.75441353,-104.92260727,Park Hill,McAuliffe International,East,0,30000.0,Denver County 1 School District,1.46,2620.7,3931.0499999999997,2515.872,-7875.52,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
4,1193 S Clarkson Street,Denver,80210,4.0,2.0,2177,750000,3038,0,N/A,39.6949327,-104.97828738,Lincoln,Grant,South,0,30000.0,Denver County 1 School District,1.46,3178.42,4767.63,3051.2832000000003,-2715.87,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
5,6113 Gray Street,Arvada,80003,4.0,4.0,3078,750000,3901,0,N/A,39.8080458,-105.06176296,Swanson,North Arvada,Arvada,0,30000.0,Jefferson County R-1 School District,1.61,4955.58,7433.37,4757.3568000000005,13375.23,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
6,4835 W 29th Avenue,Denver,80212,3.0,2.0,1755,750000,2561,0,N/A,39.75873771,-105.04959359,Edison,Bryant-Webster,North,0,30000.0,Denver County 1 School District,1.46,2562.2999999999997,3843.45,2459.808,-8116.66,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
7,2090 S Gray Drive,Lakewood,80227,4.0,3.0,2502,750000,2634,150,Annually,39.67852077,-105.06064976,Lasley,Alameda Int'l,Alameda Int'l,150,30000.0,Jefferson County R-1 School District,1.61,4028.2200000000003,6042.33,3867.0912,5645.22,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
8,15905 W 71st Place,Arvada,80007,5.0,4.0,3913,750000,3525,60,Monthly,39.8259962,-105.178247,West Woods,Drake,Ralston Valley,720,30000.0,Jefferson County R-1 School District,1.61,6299.93,9449.895,6047.9328000000005,25856.33,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
9,1625 Irving Street,Denver,80204,4.0,2.0,2158,750000,2916,0,N/A,39.74335455,-105.03025859,Cheltenham,Strive Lake,North,0,30000.0,Denver County 1 School District,1.46,3150.68,4726.0199999999995,3024.6528,-2858.51,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
10,3900 Vallejo Street,Denver,80211,2.0,2.0,2088,750000,2833,0,N/A,39.77066732,-105.0133029,Bryant-Webster,Skinner,North,0,30000.0,Denver County 1 School District,1.46,3048.48,4572.72,2926.5408,-3750.5,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
11,831 Galapago Street,Denver,80204,4.0,3.0,2164,750000,3250,0,N/A,39.72953706,-104.99670851,Dora Moore,West Leadership,West,0,30000.0,Denver County 1 School District,1.46,3159.44,4739.16,3033.0624,-3108.94,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
12,19095 Robins Drive,Denver,80249,7.0,4.0,5193,750000,5182,0,N/A,39.79718105,-104.76448701,Waller,McGlone,Noel Community Arts School,0,30000.0,Denver County 1 School District,1.46,7581.78,11372.67,7278.5088000000005,37148.18,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
13,2125 S Lafayette Street,Denver,80210,4.0,3.0,1802,749900,2726,0,N/A,39.67779626,-104.97143036,Asbury,Grant,South,0,29996.0,Denver County 1 School District,1.46,2630.92,3946.38,2525.6832,-7623.02,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
14,6721 E Cornell Avenue,Denver,80224,5.0,2.0,2081,749900,2682,0,N/A,39.66212834,-104.90928846,Samuels,Hamilton,Thomas Jefferson,0,29996.0,Denver County 1 School District,1.46,3038.2599999999998,4557.389999999999,2916.7295999999997,-3693.0,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
15,105 S Newland Street,Lakewood,80226,3.0,2.0,624,749900,2660,0,N/A,39.71457462,-105.06996104,Stein,Alameda Int'l,Alameda Int'l,0,29996.0,Jefferson County R-1 School District,1.61,1004.6400000000001,1506.96,964.4544000000001,-23071.73,37.161395348837225,1.4451937984496122,2.891472868217054,26.137131782945733,0.624031007751938,0.13503875968992252,4.070852713178295,64.696511627907,-23.294573643410853
16,2435 N Williams Street,Denver,80205,4.0,2.0,1626,749900,3530,0,N/A,39.75263264,-104.96624646,Whittier  E-8,Whittier  E-8,Manual,0,29996.0,Denver County 1 School District,1.46,2373.96,3560.94,2279.0016,-10878.42,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
17,440 S Monaco Parkway,Denver,80224,4.0,4.0,2993,749000,1854,0,N/A,39.70850928,-104.91255814,Denver Green,Denver Green,George Washington,0,29960.0,Denver County 1 School District,1.46,4369.78,6554.67,4194.9888,9873.7,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
18,914 E 13th Avenue,Denver,80218,3.0,3.0,2233,749000,3233,0,N/A,39.736701,-104.97594459,Dora Moore,Morey,East,0,29960.0,Denver County 1 School District,1.46,3260.18,4890.2699999999995,3129.7727999999997,-2090.88,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
19,3222 W 24th Avenue,Denver,80211,3.0,2.0,1382,749000,3244,0,N/A,39.75231556,-105.029078,Brown,Bryant-Webster,North,0,29960.0,Denver County 1 School District,1.46,2017.72,3026.58,1937.0112,-13954.95,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
20,4952 Raleigh Street,Denver,80212,3.0,3.0,2366,747000,3127,0,N/A,39.78657004,-105.04125418,Centennial,Skinner,North,0,29880.0,Denver County 1 School District,1.46,3454.36,5181.54,3316.1856000000002,-52.41,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
21,6746 Navajo Street,Denver,80221,4.0,4.0,3119,745000,6443,72,Monthly,39.81863068,-105.0034302,Trailside Academy,Trailside Academy,Global Lead. Acad. K-12,864,29800.0,Mapleton 1 School District,1.25,3898.75,5848.125,3742.8,87.07,51.248000000000005,0.924,1.494,65.608,0.506,0.10400000000000001,1.7280000000000002,9.636,-14.8
22,8285 E Lehigh Avenue,Denver,80237,4.0,3.0,2600,745000,2623,0,N/A,39.64729324,-104.89202,Joe Shoemaker,Hamilton,Thomas Jefferson,0,29800.0,Denver County 1 School District,1.46,3796.0,5694.0,3644.16,3790.84,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
23,4240 Tejon Street,Denver,80211,4.0,2.0,2310,745000,2535,0,N/A,39.77485439,-105.01100901,Horace Mann E-8,Strive Sunnyside,North,0,29800.0,Denver County 1 School District,1.46,3372.6,5058.9,3237.696,-160.4,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
24,1805 W Scott Place,Denver,80211,3.0,3.0,1683,745000,2819,0,N/A,39.77953423,-105.0082267,Trevista at Horace Mann,Strive Sunnyside,North,0,29800.0,Denver County 1 School District,1.46,2457.18,3685.7699999999995,2358.8927999999996,-9177.5,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
25,531 S Lincoln Street,Denver,80209,3.0,2.0,2449,745000,2083,0,N/A,39.7068831,-104.986599,Lincoln,Grant,South,0,29800.0,Denver County 1 School District,1.46,3575.54,5363.3099999999995,3432.5184,2227.65,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
26,1600 S Eudora Street,Denver,80222,4.0,3.0,2274,745000,2993,0,N/A,39.68724502,-104.93026758,Ellis,Merrill,Thomas Jefferson,0,29800.0,Denver County 1 School District,1.46,3320.04,4980.0599999999995,3187.2383999999997,-1119.82,65.03672413793102,12.191293103448272,2.7722413793103446,53.5878448275862,0.7125000000000002,0.4012068965517242,3.7133620689655173,26.620603448275855,-34.31896551724138
