schoolid,schoolName,lowGrade,highGrade,schoolLevel,rankMovement,hasBoundary,street,city,state,zip,zip4,latitude,longitude,countyName,districtName,index,numberOfStudents,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofWhiteStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,pupilTeacherRatio,year
80690001709,Glacier Peak Elementary School,K,5,Elementary,-34.0,True,12060 Jasmine Street,Brighton,CO,80605,4625,39.9153,-104.9169,Adams County,Adams 12 Five Star Schools,246,444.0,33.33,1.13,7.66,39.19,47.07,0.23,0.0,4.73,18.5,2020.0
80480000731,Glennon Heights Elementary School,K,5,Elementary,4.0,True,11025 West Glennon Drive,Lakewood,CO,80226,2516,39.706835,-105.122081,Jefferson County,Jefferson County School District No. R-1,247,195.0,56.92,3.59,0.51,33.33,59.49,0.51,0.0,2.56,13.3,2020.0
80555001860,Global Leadership Academy,9,12,High,-32.0,True,7480 Conifer Road,Denver,CO,80221,3673,39.8321,-104.9864,Adams County,Mapleton School District No. 1,249,266.0,72.18,0.75,1.5,92.86,3.01,0.0,0.0,1.88,20.4,2020.0
80531000879,Goddard Middle School,6,8,Middle,-18.0,True,3800 West Berry Avenue,Littleton,CO,80123,2814,39.6157,-105.0396,Arapahoe County,Littleton School District No. 6,251,774.0,38.11,1.42,2.58,35.53,54.26,0.78,0.0,5.43,16.5,2020.0
80336000354,Godsman Elementary School,PK,5,Elementary,-28.0,True,2120 West Arkansas Avenue,Denver,CO,80223,3308,39.6904,-105.0133,Denver County,School District No. 1,252,362.0,92.82,1.66,3.31,87.57,6.35,0.28,0.0,0.83,16.3,2020.0
80345006368,Gold Rush Elementary,PK,5,Elementary,78.0,True,12021 South Swift Fox Way,Parker,CO,80134,3200,39.4983,-104.8029,Douglas County,Douglas County School District No. Re 1,254,715.0,3.92,0.7,3.22,9.09,82.1,0.42,0.0,4.48,19.8,2020.0
80480000733,Golden High School,9,12,High,-5.0,True,701  24th Street,Golden,CO,80401,2379,39.7432,-105.2122,Jefferson County,Jefferson County School District No. R-1,255,1372.0,19.68,0.51,3.5,12.54,79.66,0.22,0.44,3.13,20.4,2020.0
80336000355,Goldrick Elementary School,PK,5,Elementary,-69.0,True,1050 South Zuni Street,Denver,CO,80223,2541,39.6976,-105.0153,Denver County,School District No. 1,256,347.0,95.97,4.32,2.02,88.18,2.88,0.86,0.0,1.73,13.9,2020.0
80480001448,Governor's Ranch Elementary School,K,5,Elementary,-94.0,True,5354 South Field Street,Littleton,CO,80123,7800,39.6201,-105.099,Jefferson County,Jefferson County School District No. R-1,257,356.0,17.13,1.69,4.49,13.2,75.84,0.56,0.56,3.65,18.5,2020.0
80291001625,Grandview High School,9,12,High,-14.0,True,20500 East Arapahoe Road,Aurora,CO,80016,1798,39.5919,-104.7468,Arapahoe County,Cherry Creek School District No. 5,258,2947.0,21.55,8.52,12.45,16.29,55.51,0.64,0.37,6.21,19.8,2020.0
80336000357,Grant Beacon Middle School,6,8,Middle,-40.0,True,1751 South Washington Street,Denver,CO,80210,3235,39.6855,-104.9798,Denver County,School District No. 1,259,459.0,67.54,7.63,3.05,64.49,20.48,0.65,0.0,3.7,17.7,2020.0
80336001738,Grant Ranch Ece-8 School,PK,8,Elementary,-101.0,True,5400 South Jay Circle,Denver,CO,80123,6313,39.6176,-105.0645,Denver County,School District No. 1,260,378.0,61.9,2.38,6.88,58.2,28.84,0.0,0.0,3.7,13.8,2020.0
80480000734,Green Gables Elementary School,K,5,Elementary,145.0,True,8701 West Woodard Drive,Lakewood,CO,80227,2367,39.6796,-105.0946,Jefferson County,Jefferson County School District No. R-1,261,209.0,37.32,0.96,2.39,24.4,70.81,0.48,0.0,0.96,14.3,2020.0
80480000735,Green Mountain Elementary School,PK,5,Elementary,-117.0,True,12250 West Kentucky Drive,Lakewood,CO,80228,3314,39.6989,-105.1315,Jefferson County,Jefferson County School District No. R-1,262,228.0,54.82,5.7,2.63,31.14,55.26,0.44,0.44,4.39,14.4,2020.0
80480000736,Green Mountain High School,9,12,High,-2.0,True,13175 W Green Mountain Drive,Lakewood,CO,80228,3512,39.6933,-105.1452,Jefferson County,Jefferson County School District No. R-1,263,1124.0,25.36,2.14,4.18,18.59,69.57,0.44,0.18,4.89,19.2,2020.0
80336001776,Green Valley Elementary School,PK,5,Elementary,-14.0,True,4100 Jericho St,Denver,CO,80249,8187,39.7729,-104.7482,Denver County,School District No. 1,264,683.0,81.11,20.79,8.35,53.88,10.69,1.17,1.46,3.66,14.1,2020.0
80291000192,Greenwood Elementary School,PK,5,Elementary,-5.0,True,5550 South Holly Street,Greenwood Village,CO,80111,1551,39.6161,-104.9213,Arapahoe County,Cherry Creek School District No. 5,265,406.0,7.88,1.97,4.68,7.64,78.08,0.0,0.0,7.64,14.6,2020.0
80336000359,Gust Elementary School,PK,5,Elementary,-73.0,True,3440 West Yale Avenue,Denver,CO,80219,5847,39.6671,-105.0316,Denver County,School District No. 1,266,630.0,87.94,4.29,3.49,83.02,8.25,0.32,0.0,0.63,14.3,2020.0
80480000737,Hackberry Hill Elementary School,K,5,Elementary,-41.0,True,7300 West 76th Avenue,Arvada,CO,80003,2712,39.8342,-105.0785,Jefferson County,Jefferson County School District No. R-1,267,409.0,30.81,0.73,1.96,20.29,71.15,0.98,0.0,4.89,20.2,2020.0
80336000361,Hamilton Middle School,6,8,Middle,-53.0,True,8600 East Dartmouth Avenue,Denver,CO,80231,4204,39.6599,-104.8921,Denver County,School District No. 1,269,765.0,68.89,17.91,3.92,47.71,24.71,0.26,0.39,5.1,16.2,2020.0
80723001238,Harris Park Elementary School,PK,5,Elementary,-26.0,True,4300 West 75th Avenue,Westminster,CO,80030,4601,39.832,-105.0463,Adams County,Westminster Public Schools,272,266.0,78.57,5.26,3.01,66.17,21.8,0.0,1.13,2.63,13.6,2020.0
80249000118,Heatherwood Elementary School,PK,5,Elementary,6.0,True,7750 Concord Drive,Boulder,CO,80301,4053,40.0575,-105.1725,Boulder County,Boulder Valley School District No. Re2,273,294.0,9.52,1.7,3.06,8.5,82.31,0.0,0.0,4.42,16.2,2020.0
80258000146,Henderson Elementary School,PK,5,Elementary,-127.0,True,12301 East 124th Avenue,Henderson,CO,80640,9413,39.9227,-104.8444,Adams County,School District 27J,274,362.0,44.48,1.93,1.66,53.87,38.12,0.28,0.55,3.59,14.6,2020.0
80291000193,Heritage Elementary School,PK,5,Elementary,9.0,True,6867 East Heritage Place South,Centennial,CO,80111,4660,39.5971,-104.9106,Arapahoe County,Cherry Creek School District No. 5,275,341.0,14.66,2.05,22.58,12.32,55.13,0.0,0.29,7.62,13.7,2020.0
80345001740,Heritage Elementary School,PK,6,Elementary,37.0,True,3350 Summit View Parkway,Highlands Ranch,CO,80126,7899,39.5306,-104.95,Douglas County,Douglas County School District No. Re 1,276,439.0,8.2,0.91,4.78,10.25,79.27,0.23,0.0,4.56,15.8,2020.0
80531000881,Heritage High School,9,12,High,-8.0,True,1401 West Geddes Avenue,Littleton,CO,80120,4120,39.587,-105.0035,Arapahoe County,Littleton School District No. 6,277,1691.0,10.64,0.95,2.37,14.19,78.59,0.35,0.06,3.49,20.7,2020.0
80249001243,High Peaks Elementary School,K,5,Elementary,4.0,True,3995 East Aurora Avenue,Boulder,CO,80303,2543,40.004245,-105.243619,Boulder County,Boulder Valley School District No. Re2,278,296.0,6.76,2.03,20.95,7.77,61.15,0.0,0.0,8.11,17.6,2020.0
80291001273,High Plains Elementary School,PK,5,Elementary,-49.0,True,6100 South Fulton Street,Greenwood Village,CO,80111,5423,39.6059,-104.8704,Arapahoe County,Cherry Creek School District No. 5,279,566.0,16.61,1.94,11.84,16.43,62.37,0.35,0.18,6.89,15.2,2020.0
80531000882,Highland Elementary School,K,5,Elementary,24.0,True,711 East Euclid Avenue,Centennial,CO,80121,2312,39.5978,-104.98,Arapahoe County,Littleton School District No. 6,280,301.0,16.94,1.0,2.33,11.3,78.74,0.33,1.0,5.32,14.3,2020.0
80345001437,Highlands Ranch High School,9,12,High,-5.0,True,9375 Cresthill Lane,Highlands Ranch,CO,80130,4408,39.544968,-104.93267,Douglas County,Douglas County School District No. Re 1,281,1680.0,12.56,2.14,5.83,15.48,71.01,0.36,0.18,5.0,18.6,2020.0
80291006182,Highline Community Elementary School,PK,5,Elementary,-71.0,True,11000 East Exposition,Aurora,CO,80012,2113,39.7028,-104.8589,Arapahoe County,Cherry Creek School District No. 5,282,493.0,83.37,22.11,3.65,54.56,12.37,0.61,2.23,4.46,13.4,2020.0
80336000364,Hill Campus Of Arts And Sciences,6,8,Middle,-45.0,True,451 Clermont Street,Denver,CO,80220,5019,39.7238,-104.9354,Denver County,School District No. 1,283,844.0,50.83,20.97,2.84,26.78,42.77,0.71,0.12,5.81,18.3,2020.0
80690001177,Hillcrest Elementary School,K,5,Elementary,-134.0,True,10335 Croke Drive,Northglenn,CO,80221,7117,39.8833,-105.0007,Adams County,Adams 12 Five Star Schools,284,433.0,81.29,3.23,4.39,73.21,17.09,0.0,0.0,2.08,16.6,2020.0
80234000064,Hinkley High School,9,12,High,-25.0,True,1250 Chambers Road,Aurora,CO,80011,7117,39.7349,-104.8086,Arapahoe County,Aurora Joint District No. 28,285,2091.0,82.54,13.87,3.87,72.36,5.6,0.86,1.2,2.25,19.3,2020.0
80291000194,Holly Hills Elementary School,PK,5,Elementary,-80.0,True,6161 East Cornell Avenue,Denver,CO,80222,7003,39.6637,-104.9168,Arapahoe County,Cherry Creek School District No. 5,286,542.0,69.93,16.61,4.8,37.64,31.0,0.92,0.0,9.04,14.4,2020.0
80336000365,Holm Elementary School,PK,5,Elementary,-85.0,True,3185 South Willow Court,Denver,CO,80231,4532,39.6575,-104.8921,Denver County,School District No. 1,287,475.0,77.47,15.37,4.0,50.74,23.58,0.42,0.84,5.05,16.5,2020.0
80291000195,Homestead Elementary School,PK,5,Elementary,4.0,True,7451 South Homestead Parkway,Centennial,CO,80112,1612,39.582,-104.9101,Arapahoe County,Cherry Creek School District No. 5,288,473.0,6.55,1.06,8.88,9.94,71.67,0.85,0.0,7.61,15.6,2020.0
80531000883,Hopkins Elementary School,PK,5,Elementary,53.0,True,7171 South Pennsylvania Street,Centennial,CO,80122,1151,39.588,-104.9814,Arapahoe County,Littleton School District No. 6,289,346.0,15.03,1.16,1.45,16.47,75.72,0.0,0.0,5.2,19.6,2020.0
80690001491,Horizon High School,9,12,High,9.0,True,5321 East 136th Avenue,Brighton,CO,80601,7714,39.9443,-104.9259,Adams County,Adams 12 Five Star Schools,290,2059.0,17.48,2.19,6.36,27.63,60.71,0.29,0.1,2.72,21.0,2020.0
80291001328,Horizon Middle School,6,8,Middle,-56.0,True,3981 South Reservoir Road,Aurora,CO,80013,3804,39.6433,-104.7715,Arapahoe County,Cherry Creek School District No. 5,291,983.0,54.22,16.89,4.88,33.57,36.32,0.61,0.41,7.32,18.2,2020.0
80690001178,Hulstrom Options K-8 School,K,8,Elementary,-2.0,True,11551 Wyco Drive,Northglenn,CO,80233,2280,39.905737,-104.96563,Adams County,Adams 12 Five Star Schools,292,678.0,9.29,2.06,15.93,12.39,60.77,0.44,0.15,8.26,18.9,2020.0
80690001419,Hunters Glen Elementary School,PK,5,Elementary,92.0,True,13222 Corona Street,Thornton,CO,80241,1162,39.9365,-104.9722,Adams County,Adams 12 Five Star Schools,293,471.0,26.96,3.61,3.4,35.88,53.29,0.64,0.21,2.97,22.4,2020.0
80480000738,Hutchinson Elementary School,PK,5,Elementary,-29.0,True,12900 West Utah Avenue,Lakewood,CO,80228,4223,39.6816,-105.1456,Jefferson County,Jefferson County School District No. R-1,294,260.0,22.31,0.0,2.69,16.92,76.54,0.0,0.38,3.46,15.1,2020.0
80291000196,Independence Elementary School,PK,5,Elementary,-89.0,True,4700 South Memphis Street,Aurora,CO,80015,1614,39.6319,-104.7979,Arapahoe County,Cherry Creek School District No. 5,295,501.0,60.28,18.56,2.79,26.75,37.13,0.8,0.4,13.57,14.0,2020.0
80291001390,Indian Ridge Elementary School,PK,5,Elementary,-31.0,True,16501 East Progress Drive,Aurora,CO,80015,4135,39.6215,-104.7968,Arapahoe County,Cherry Creek School District No. 5,296,514.0,12.06,7.39,11.28,14.98,56.03,1.17,0.39,8.75,17.4,2020.0
80258000729,Innovations & Options,6,12,High,0.0,False,830 Bridge Street,Brighton,CO,80601,2253,39.9862,-104.8119,Adams County,School District 27J,298,293.0,36.52,1.37,1.02,57.34,36.52,0.68,0.0,3.07,22.5,2020.0
80234001323,Iowa Elementary School,PK,5,Elementary,-21.0,True,16701 East Iowa Ave,Aurora,CO,80017,5112,39.6879,-104.7935,Arapahoe County,Aurora Joint District No. 28,301,492.0,73.58,17.07,4.67,46.34,19.11,0.81,2.44,9.55,19.4,2020.0
80345001638,Iron Horse Elementary School,PK,5,Elementary,-81.0,True,20151 Tallman Drive,Parker,CO,80138,7189,39.5068,-104.755,Douglas County,Douglas County School District No. Re 1,302,460.0,13.91,1.52,2.61,17.17,71.09,0.22,0.65,6.74,17.5,2020.0
80336006570,Isabella Bird Community School,PK,5,Elementary,11.0,True,2701 N. Lima St.,Denver,CO,80238,4013,39.755392,-104.857408,Denver County,School District No. 1,304,529.0,29.87,12.1,8.7,15.88,53.69,0.57,0.19,8.88,17.0,2020.0
80723006458,Iver C. Ranum Middle School,6,8,Middle,-48.0,True,2401 West 80th Avenue,Denver,CO,80221,3801,39.8427,-105.0166,Adams County,Westminster Public Schools,305,592.0,86.82,1.52,2.36,85.81,7.43,0.51,0.34,2.03,16.8,2020.0
80480006256,Jefferson County Open Elementary School,PK,6,Elementary,-111.0,True,7655 West 10th Avenue,Lakewood,CO,80215,4101,39.7335,-105.0841,Jefferson County,Jefferson County School District No. R-1,307,245.0,34.29,0.0,0.82,17.14,73.88,0.0,0.0,8.16,16.6,2020.0
80480000765,Jefferson County Open Secondary,7,12,High,-41.0,True,7655 West 10th Avenue,Lakewood,CO,80215,4101,39.7337,-105.0829,Jefferson County,Jefferson County School District No. R-1,308,318.0,27.04,0.94,1.26,13.52,79.25,0.63,0.31,4.09,15.3,2020.0
80480000739,Jefferson Junior/Senior High School,7,12,High,-12.0,True,2305 Pierce Street,Edgewater,CO,80214,1031,39.7504,-105.0731,Jefferson County,Jefferson County School District No. R-1,309,672.0,89.58,5.65,0.45,79.17,11.46,1.79,0.15,1.34,15.1,2020.0
80234000066,Jewell Elementary School,PK,5,Elementary,-43.0,True,14601 East Jewell Ave,Aurora,CO,80012,5762,39.6827,-104.8185,Arapahoe County,Aurora Joint District No. 28,310,412.0,83.01,22.57,3.4,49.76,16.99,0.24,0.97,6.07,19.4,2020.0
80336006662,Joe Shoemaker School,PK,5,Elementary,114.0,True,3333 South Havana Street,Denver,CO,80231,3226,39.65884,-104.867683,Denver County,School District No. 1,311,471.0,66.67,25.69,7.43,37.15,24.42,0.85,0.64,3.82,14.9,2020.0
80723001363,John E. Flynn A Marzano Academy,PK,7,Elementary,-57.0,True,8731 Lowell Boulevard,Westminster,CO,80030,3676,39.855,-105.0349,Adams County,Westminster Public Schools,313,291.0,70.1,0.34,6.87,62.2,26.46,0.34,0.34,3.44,15.9,2020.0
80336000367,John F Kennedy High School,9,12,High,-13.0,True,2855 South Lamar Street,Denver,CO,80227,3809,39.6626,-105.0683,Denver County,School District No. 1,314,926.0,75.16,2.81,6.7,78.73,9.4,1.51,0.11,0.76,16.0,2020.0
80336000306,John H. Amesse Elementary,PK,5,Elementary,-52.0,True,5440 Scranton Street,Denver,CO,80239,3668,39.7933,-104.8419,Denver County,School District No. 1,315,442.0,90.5,14.03,0.45,80.32,3.62,0.0,0.45,1.13,13.1,2020.0
80258001822,John W Thimmig Elementary School,PK,5,Elementary,-34.0,True,11453 Oswego Street,Henderson,CO,80640,7612,39.9049,-104.8504,Adams County,School District 27J,316,641.0,39.0,2.96,4.52,49.61,39.31,0.16,0.0,3.43,19.1,2020.0
80531001351,John Wesley Powell Middle School,6,8,Middle,2.0,True,8000 South Corona Way,Littleton,CO,80122,2926,39.5735,-104.9779,Arapahoe County,Littleton School District No. 6,317,824.0,10.92,1.58,3.52,12.38,77.06,0.12,0.12,5.22,18.3,2020.0
80336000368,Johnson Elementary School,PK,5,Elementary,-64.0,True,1850 South Irving Street,Denver,CO,80219,4656,39.6837,-105.0293,Denver County,School District No. 1,318,326.0,89.88,1.84,3.37,89.26,4.6,0.61,0.0,0.31,14.6,2020.0
80723006373,Josephine Hodgkins Leadership Academy,PK,7,Elementary,8.0,True,3475 West 67th Avenue,Denver,CO,80221,2605,39.8243,-105.0421,Adams County,Westminster Public Schools,319,651.0,83.26,0.61,1.84,77.11,17.05,0.77,0.77,1.84,18.5,2020.0
80336000369,Kaiser Elementary School,PK,5,Elementary,-100.0,True,4500 South Quitman Street,Denver,CO,80236,3521,39.6342,-105.0414,Denver County,School District No. 1,320,329.0,69.3,6.69,3.34,60.18,26.14,1.22,0.0,2.43,13.2,2020.0
80195000015,Kearney Middle School,6,8,Middle,-53.0,True,6160 Kearney Street,Commerce City,CO,80022,3434,39.8085,-104.9167,Adams County,School District N. 14,321,794.0,86.15,2.02,0.13,87.15,9.95,0.38,0.13,0.25,20.4,2020.0
80195000016,Kemp Elementary School,PK,5,Elementary,93.0,True,6775 Oneida Street,Commerce City,CO,80022,2853,39.8196,-104.9085,Adams County,School District N. 14,322,501.0,78.04,1.6,0.0,87.82,9.78,0.2,0.0,0.6,17.0,2020.0
80480000742,Ken Caryl Middle School,6,8,Middle,-51.0,True,6509 West Ken Caryl Avenue,Littleton,CO,80123,5754,39.5817,-105.0698,Jefferson County,Jefferson County School District No. R-1,323,878.0,24.72,1.03,3.08,16.29,75.06,0.34,0.0,4.21,20.3,2020.0
80480001372,Kendallvue Elementary School,PK,5,Elementary,203.0,True,13658 West Marlowe Avenue,Morrison,CO,80465,1101,39.6305,-105.1515,Jefferson County,Jefferson County School District No. R-1,324,348.0,36.21,0.29,0.86,25.29,68.39,0.29,0.29,4.6,15.4,2020.0
80480000743,Kendrick Lakes Elementary School,PK,5,Elementary,-29.0,True,1350 South Hoyt Street,Lakewood,CO,80232,5102,39.692,-105.1043,Jefferson County,Jefferson County School District No. R-1,325,393.0,32.82,2.54,3.31,26.46,64.12,1.02,0.0,2.54,17.1,2020.0
80402006606,Kenneth Homyak Pk-8,PK,8,Elementary,-7.0,True,3927 York Street,Dacono,CO,80514,8536,40.0453,-104.963694,Weld County,Weld re-8 schools,326,281.0,19.22,0.71,2.49,25.62,67.97,0.36,0.0,2.85,14.1,2020.0
80234000067,Kenton Elementary School,PK,5,Elementary,-22.0,True,1255 Kenton St,Aurora,CO,80010,3443,39.7355,-104.8604,Arapahoe County,Aurora Joint District No. 28,327,487.0,94.25,11.29,5.54,73.72,5.13,0.21,0.0,4.11,15.3,2020.0
80336000371,Knapp Elementary School,PK,5,Elementary,30.0,True,500 South Utica Street,Denver,CO,80219,2364,39.7081,-105.0457,Denver County,School District No. 1,330,471.0,95.33,2.55,0.42,92.78,3.18,0.64,0.0,0.42,13.6,2020.0
80249000120,Kohl Elementary School,PK,5,Elementary,-2.0,True,1000 West 10th Avenue,Broomfield,CO,80020,1854,39.928,-105.0822,Broomfield County,Boulder Valley School District No. Re2,331,384.0,26.82,1.3,2.34,18.49,69.53,0.0,0.52,7.81,15.6,2020.0
80480000744,Kullerstrand Elementary School,PK,5,Elementary,-55.0,True,12225 West 38th Avenue,Wheat Ridge,CO,80033,3836,39.7687,-105.1362,Jefferson County,Jefferson County School District No. R-1,332,202.0,71.78,2.48,1.98,38.12,51.98,0.5,0.0,4.95,12.5,2020.0
80480000745,Kyffin Elementary School,PK,5,Elementary,49.0,True,205 North Flora Way,Golden,CO,80401,5241,39.7191,-105.1593,Jefferson County,Jefferson County School District No. R-1,334,464.0,11.64,0.0,3.66,10.99,81.47,0.0,0.0,3.88,19.8,2020.0
80249000121,Lafayette Elementary School,PK,5,Elementary,26.0,True,101 North Bermont Avenue,Lafayette,CO,80026,1667,39.9982,-105.0963,Boulder County,Boulder Valley School District No. Re2,335,503.0,19.28,0.2,4.57,11.33,75.15,0.4,0.0,8.35,18.8,2020.0
80336006490,Lake Middle School,6,8,Middle,-37.0,True,1820 Lowell Blvd,Denver,CO,80204,1549,39.7456,-105.0345,Denver County,School District No. 1,336,402.0,90.8,14.43,1.24,69.4,9.2,3.23,0.0,2.49,16.0,2020.0
80480000747,Lakewood High School,9,12,High,2.0,True,9700 West 8th Avenue,Lakewood,CO,80215,5807,39.7282,-105.1066,Jefferson County,Jefferson County School District No. R-1,337,2046.0,35.58,1.96,5.47,34.6,53.23,1.03,0.2,3.52,18.8,2020.0
80234000068,Lansing Elementary Community School,PK,5,Elementary,-149.0,True,551 Lansing St,Aurora,CO,80010,4614,39.7239,-104.8599,Arapahoe County,Aurora Joint District No. 28,338,383.0,89.03,24.8,4.96,47.52,10.18,0.78,4.18,7.57,14.4,2020.0
80234000069,Laredo Elementary School,PK,5,Elementary,-41.0,True,1350 Laredo St,Aurora,CO,80011,7455,39.7372,-104.7995,Arapahoe County,Aurora Joint District No. 28,340,441.0,91.84,16.55,2.95,62.36,11.34,1.13,1.13,4.54,18.0,2020.0
80291000197,Laredo Middle School,6,8,Middle,6.0,True,5000 South Laredo Street,Aurora,CO,80015,1749,39.6253,-104.8031,Arapahoe County,Cherry Creek School District No. 5,341,1052.0,47.24,14.83,6.37,26.14,43.44,1.24,0.48,7.51,19.2,2020.0
80480000748,Lasley Elementary School,K,6,Elementary,117.0,True,1401 South Kendall Street,Lakewood,CO,80226,5748,39.691,-105.0664,Jefferson County,Jefferson County School District No. R-1,342,412.0,81.07,0.49,8.74,66.5,20.15,1.46,0.0,2.67,16.3,2020.0
80480000749,Lawrence Elementary School,PK,5,Elementary,70.0,True,5611 Zephyr Street,Arvada,CO,80002,2449,39.7987,-105.0859,Jefferson County,Jefferson County School District No. R-1,343,287.0,68.64,5.23,1.05,38.33,50.17,2.09,0.0,3.14,17.1,2020.0
80480000750,Leawood Elementary School,PK,6,Elementary,53.0,True,6155 West Leawood Drive,Littleton,CO,80123,3736,39.6072,-105.0658,Jefferson County,Jefferson County School District No. R-1,344,363.0,33.61,1.1,4.13,17.91,71.35,0.28,0.0,5.23,15.7,2020.0
80690001784,Legacy High School,9,12,High,-3.0,True,2701 West 136th Street,Broomfield,CO,80020,9443,39.9441,-105.0195,Broomfield County,Adams 12 Five Star Schools,345,2445.0,16.36,1.27,8.06,21.92,65.24,0.33,0.12,3.07,21.8,2020.0
80345001960,Legacy Point Elementary School,PK,5,Elementary,-29.0,True,12736 South Red Rosa Circle,Parker,CO,80134,6659,39.4861,-104.7834,Douglas County,Douglas County School District No. Re 1,347,358.0,14.8,1.12,4.47,15.36,75.98,0.0,0.0,3.07,16.4,2020.0
80345006400,Legend High School,9,12,High,4.0,True,22219 Hilltop Road,Parker,CO,80138,6312,39.490917,-104.730763,Douglas County,Douglas County School District No. Re 1,348,2215.0,7.77,0.77,3.21,12.42,78.01,0.41,0.14,5.06,20.0,2020.0
80336001864,Lena Archuleta Elementary School,1,5,Elementary,91.0,True,16000 Maxwell Place,Denver,CO,80239,5246,39.7941,-104.8033,Denver County,School District No. 1,349,493.0,81.95,12.17,2.23,78.09,4.67,0.2,0.81,1.83,15.6,2020.0
80690001306,Leroy Drive Elementary School,K,5,Elementary,-135.0,True,1451 East Leroy Drive,Northglenn,CO,80233,3533,39.8895,-104.9688,Adams County,Adams 12 Five Star Schools,350,393.0,72.77,3.82,3.31,58.52,29.77,0.25,0.25,4.07,16.3,2020.0
80195001307,Lester R Arnold High School,9,12,High,-14.0,False,6500 East 72nd Avenue,Commerce City,CO,80022,2006,39.8266,-104.9123,Adams County,School District N. 14,351,253.0,71.15,1.98,0.0,83.4,13.04,0.79,0.0,0.79,20.0,2020.0
80291001711,Liberty Middle School,6,8,Middle,-25.0,True,21500 East Dry Creek Road,Aurora,CO,80016,2086,39.5786,-104.738,Arapahoe County,Cherry Creek School District No. 5,352,1056.0,25.85,9.19,11.27,18.47,52.84,0.38,0.19,7.67,18.2,2020.0
80336000375,Lincoln Elementary School,PK,6,Elementary,-88.0,True,710 South Pennsylvania Street,Denver,CO,80209,4135,39.7036,-104.9807,Denver County,School District No. 1,353,344.0,17.73,5.81,0.87,15.99,71.22,0.0,0.0,6.1,18.2,2020.0
80480000751,Little Elementary School,K,5,Elementary,-90.0,True,8448 Otis Drive,Arvada,CO,80003,1242,39.8535,-105.0686,Jefferson County,Jefferson County School District No. R-1,354,304.0,68.09,3.95,0.66,42.76,48.03,0.66,0.66,3.29,16.2,2020.0
80531000884,Littleton High School,9,12,High,12.0,True,199 East Littleton Blvd,Littleton,CO,80121,1106,39.6139,-104.9841,Arapahoe County,Littleton School District No. 6,355,1242.0,23.11,2.66,3.06,31.24,58.05,0.4,0.16,4.43,16.3,2020.0
80492002025,Lochbuie Elementary School,3,5,Elementary,-145.0,True,201 Bonanza Boulevard,Lochbuie,CO,80603,7702,40.0048,-104.7229,Weld County,Weld County School District Re-3j,356,296.0,50.68,2.03,0.68,55.07,38.85,0.34,0.0,3.04,15.5,2020.0
80531001300,Lois Lenski Elementary School,K,5,Elementary,-9.0,True,6350 South Fairfax Way,Centennial,CO,80121,3514,39.6017,-104.9307,Arapahoe County,Littleton School District No. 6,357,541.0,5.18,0.74,2.03,5.36,85.95,0.0,0.18,5.73,18.6,2020.0
80480000988,Longview High School,9,12,High,-13.0,False,13301 West 2nd Place,Lakewood,CO,80228,1254,39.7149,-105.1486,Jefferson County,Jefferson County School District No. R-1,358,49.0,48.98,2.04,4.08,20.41,67.35,0.0,0.0,6.12,9.8,2020.0
80249000124,Louisville Elementary School,K,5,Elementary,-170.0,True,400 Hutchinson Street,Louisville,CO,80027,2018,39.9751,-105.1383,Boulder County,Boulder Valley School District No. Re2,360,516.0,15.5,0.97,2.52,10.47,78.29,0.0,0.78,6.98,16.8,2020.0
80249000125,Louisville Middle School,6,8,Middle,-19.0,True,1341 Main Street,Louisville,CO,80027,1550,39.9843,-105.1329,Boulder County,Boulder Valley School District No. Re2,361,653.0,11.49,1.07,3.06,10.72,78.56,0.61,0.15,5.82,18.9,2020.0
80336001867,Lowry Elementary School,PK,5,Elementary,-137.0,True,8001 East Cedar Avenue,Denver,CO,80230,6775,39.7128,-104.8965,Denver County,School District No. 1,362,525.0,56.57,30.67,3.43,19.81,35.62,1.52,0.38,8.57,15.9,2020.0
80480001486,Lukas Elementary School,K,5,Elementary,-72.0,True,9650 West 97th Avenue,Westminster,CO,80021,4282,39.8731,-105.1023,Jefferson County,Jefferson County School District No. R-1,363,324.0,34.57,1.23,1.54,20.68,67.9,0.62,0.0,8.02,17.1,2020.0
80480000752,Lumberg Elementary School,PK,6,Elementary,20.0,True,6705 West 22nd Avenue,Edgewater,CO,80214,1010,39.7502,-105.0709,Jefferson County,Jefferson County School District No. R-1,364,400.0,86.25,3.75,0.25,75.5,14.5,1.75,1.25,3.0,16.1,2020.0
80234000070,Lyn Knoll Elementary School,PK,5,Elementary,-132.0,True,12445 East 2nd Ave,Aurora,CO,80011,8303,39.7191,-104.841,Arapahoe County,Aurora Joint District No. 28,365,287.0,89.9,20.56,1.39,58.89,11.5,0.7,0.35,6.62,15.4,2020.0
80690001181,Malley Drive Elementary School,PK,5,Elementary,12.0,True,1300 East Malley Drive,Northglenn,CO,80233,2110,39.9035,-104.9718,Adams County,Adams 12 Five Star Schools,366,444.0,65.77,1.35,1.58,58.56,34.68,0.45,0.0,3.38,17.0,2020.0
