schoolid,schoolName,lowGrade,highGrade,schoolLevel,rankMovement,hasBoundary,street,city,state,zip,zip4,latitude,longitude,countyName,districtName,index,numberOfStudents,percentFreeDiscLunch,percentofAfricanAmericanStudents,percentofAsianStudents,percentofHispanicStudents,percentofWhiteStudents,percentofIndianStudents,percentofPacificIslanderStudents,percentofTwoOrMoreRaceStudents,pupilTeacherRatio,year
80345006337,Mammoth Heights Elementary,PK,6,Elementary,-34.0,True,9500 Stonegate Parkway,Parker,CO,80134,9502,39.5439,-104.8036,Douglas County,Douglas County School District No. Re 1,367,668.0,14.67,1.95,5.09,15.87,71.11,0.45,0.0,5.54,17.8,2020.0
80480001384,Mandalay Middle School,6,8,Middle,-21.0,True,9651 North Pierce St,Westminster,CO,80021,6437,39.872,-105.0741,Jefferson County,Jefferson County School District No. R-1,368,575.0,40.52,2.09,8.7,23.3,59.13,0.7,0.35,5.74,17.1,2020.0
80249000104,Manhattan Middle School Of The Arts And Academics,6,8,Middle,41.0,True,290 Manhattan Drive,Boulder,CO,80303,4242,39.9941,-105.2288,Boulder County,Boulder Valley School District No. Re2,369,541.0,24.77,0.92,3.14,23.29,65.43,0.37,0.18,6.65,18.2,2020.0
80480001746,Manning Options School,6,8,Middle,-13.0,True,13200 West 32nd Place,Lakewood,CO,80401,1614,39.7611,-105.148,Jefferson County,Jefferson County School District No. R-1,370,675.0,7.7,0.44,2.37,11.85,81.19,0.0,0.0,4.15,21.2,2020.0
80336006328,Manual High School,9,12,High,-11.0,True,1700 East 28th Avenue,Denver,CO,80205,4502,39.7565,-104.9674,Denver County,School District No. 1,371,299.0,84.95,33.78,1.0,55.85,4.01,0.33,0.0,5.02,14.2,2020.0
80480000754,Maple Grove Elementary School,K,5,Elementary,-51.0,True,3085 Alkire Street,Golden,CO,80401,1626,39.7592,-105.1483,Jefferson County,Jefferson County School District No. R-1,372,337.0,7.72,1.19,1.48,5.93,84.27,0.59,0.0,6.53,17.8,2020.0
80555001858,Mapleton Early College High School,9,12,High,-3.0,True,8980 York Street,Thornton,CO,80229,4666,39.857271,-104.956625,Adams County,Mapleton School District No. 1,374,266.0,61.28,0.38,3.76,74.81,18.8,0.75,0.38,1.13,20.8,2020.0
80555001857,Mapleton Expeditionary School Of The Arts,7,12,High,-25.0,True,8980 York Street,Thornton,CO,80299,4666,39.8592,-104.9584,Adams County,Mapleton School District No. 1,375,702.0,61.54,2.42,1.14,75.36,16.95,1.57,0.14,2.42,22.3,2020.0
80336001739,Marie L. Greenwood Academy,K,8,Elementary,-109.0,True,5130 Durham Court,Denver,CO,80239,4146,39.7867,-104.8172,Denver County,School District No. 1,376,555.0,90.27,8.11,0.36,86.67,2.88,0.9,0.0,1.08,17.0,2020.0
80336001380,Marrama Elementary School,PK,5,Elementary,-119.0,True,19100 East 40th Avenue,Denver,CO,80249,7127,39.7724,-104.7644,Denver County,School District No. 1,377,491.0,86.15,19.55,13.65,53.36,7.33,0.2,3.05,2.85,16.3,2020.0
80480001316,Marshdale Elementary School,K,5,Elementary,-29.0,True,26663 North Turkey Creek Road,Evergreen,CO,80439,5237,39.5886,-105.3033,Jefferson County,Jefferson County School District No. R-1,378,314.0,8.6,0.32,0.0,6.05,90.76,0.0,0.32,2.55,16.1,2020.0
80258001949,Mary E Pennock Elementary School,PK,5,Elementary,-23.0,True,3707 Estrella Street,Brighton,CO,80601,4268,39.9831,-104.7765,Adams County,School District 27J,380,643.0,42.46,1.87,0.78,54.12,40.59,0.16,0.31,2.18,20.7,2020.0
80336006445,Mathematics And Science Leadership Academy,K,5,Elementary,-116.0,True,451 South Tejon Street,Denver,CO,80223,1928,39.7087,-105.0114,Denver County,School District No. 1,381,163.0,94.48,6.13,0.61,88.96,1.84,0.0,0.0,2.45,9.2,2020.0
80336001635,Maxwell Elementary School,PK,5,Elementary,-139.0,True,14390 East Bolling Drive,Denver,CO,80239,6416,39.7834,-104.8238,Denver County,School District No. 1,382,649.0,91.06,14.64,0.31,79.82,3.08,0.46,0.92,0.77,16.0,2020.0
80336006562,McAuliffe International School,6,8,Middle,-5.0,True,2540 Holly St,Denver,CO,80207,3475,39.75377,-104.921731,Denver County,School District No. 1,383,1589.0,18.69,11.58,2.14,13.53,64.25,0.44,0.06,7.99,19.6,2020.0
80690001182,McElwain Elementary School,K,5,Elementary,31.0,True,1020 Dawson Drive,Thornton,CO,80229,4909,39.8512,-104.9734,Adams County,Adams 12 Five Star Schools,385,431.0,79.12,4.18,9.05,69.14,15.08,0.7,0.23,1.62,16.7,2020.0
80336001276,McGlone Academy,PK,8,Elementary,-35.0,True,4500 Crown Boulevard,Denver,CO,80239,4416,39.7803,-104.8376,Denver County,School District No. 1,386,913.0,91.35,12.81,0.55,76.12,2.52,0.33,6.46,1.2,15.1,2020.0
80480006163,McLain Community High School,7,12,High,-23.0,False,13600 West 2nd Place,Lakewood,CO,80228,1204,39.7152,-105.1499,Jefferson County,Jefferson County School District No. R-1,388,392.0,54.08,1.28,0.51,29.08,64.03,0.51,0.26,4.34,12.5,2020.0
80336000378,McMeen Elementary School,PK,5,Elementary,30.0,True,1000 South Holly Street,Denver,CO,80246,2308,39.6983,-104.9213,Denver County,School District No. 1,389,501.0,75.85,23.75,3.99,34.93,29.54,1.2,0.2,6.39,13.2,2020.0
80291001329,Meadow Point Elementary School,PK,5,Elementary,-113.0,True,17901 East Grand Avenue,Aurora,CO,80015,2000,39.6265,-104.7796,Arapahoe County,Cherry Creek School District No. 5,390,498.0,52.81,13.65,3.41,32.93,41.77,0.6,0.2,7.43,13.8,2020.0
80345001785,Meadow View Elementary School,PK,6,Elementary,182.0,True,3700 Butterfield Crossing,Castle Rock,CO,80109,7906,39.4104,-104.9034,Douglas County,Douglas County School District No. Re 1,392,488.0,13.11,1.43,1.64,16.39,73.36,0.0,0.2,6.97,16.6,2020.0
80480001923,Meiklejohn Elementary,PK,5,Elementary,83.0,True,13405 W 83rd Pl,Arvada,CO,80005,5812,39.8479,-105.1505,Jefferson County,Jefferson County School District No. R-1,395,520.0,3.85,0.38,3.27,7.12,86.35,0.0,0.0,2.88,21.3,2020.0
80690001733,Meridian Elementary School,K,5,Elementary,-13.0,True,14256 McKay Park Circle,Broomfield,CO,80020,6583,39.9549,-105.0219,Broomfield County,Adams 12 Five Star Schools,396,609.0,7.88,0.99,6.4,14.12,71.1,0.33,0.49,6.57,19.3,2020.0
80336000379,Merrill Middle School,6,8,Middle,11.0,True,1551 South Monroe Street,Denver,CO,80210,3015,39.6888,-104.946,Denver County,School District No. 1,397,561.0,42.42,6.95,5.7,27.81,53.3,0.71,0.18,5.35,16.9,2020.0
80249000129,Mesa Elementary School,K,5,Elementary,-2.0,True,1575 Lehigh Street,Boulder,CO,80305,6941,39.9722,-105.2608,Boulder County,Boulder Valley School District No. Re2,398,261.0,3.07,0.0,3.45,5.75,85.06,0.38,0.0,5.36,16.3,2020.0
80723001242,Mesa Elementary School,PK,5,Elementary,-49.0,True,9100 Lowell Boulevard,Westminster,CO,80030,3376,39.8611,-105.0338,Adams County,Westminster Public Schools,399,305.0,82.62,2.95,3.93,65.25,21.64,2.3,1.64,2.3,14.8,2020.0
80723001232,Metropolitan Arts Academy,PK,7,Elementary,39.0,True,2341 Sherrelwood Drive,Denver,CO,80221,4666,39.8447,-105.0146,Adams County,Westminster Public Schools,400,332.0,82.83,1.51,2.71,78.61,13.86,0.6,0.6,2.11,15.5,2020.0
80291000198,Mission Viejo Elementary School,PK,5,Elementary,61.0,True,3855 South Alicia Parkway,Aurora,CO,80013,2758,39.6468,-104.805,Arapahoe County,Cherry Creek School District No. 5,403,576.0,47.74,11.28,3.47,30.9,43.23,0.52,1.04,9.55,17.2,2020.0
80480000757,Mitchell Elementary School,K,5,Elementary,-21.0,True,200 Rubey Drive,Golden,CO,80403,2453,39.7619,-105.232,Jefferson County,Jefferson County School District No. R-1,404,570.0,6.67,0.35,1.93,5.61,87.72,0.18,0.0,4.21,19.5,2020.0
80480000758,Molholm Elementary School,PK,6,Elementary,-28.0,True,6000 West 9th Avenue,Lakewood,CO,80214,2301,39.731,-105.0636,Jefferson County,Jefferson County School District No. R-1,405,332.0,90.96,3.92,0.6,80.42,12.05,1.51,0.0,1.51,15.0,2020.0
80195000017,Monaco Elementary School,K,5,Elementary,68.0,True,7631 Monaco Boulevard,Commerce City,CO,80022,1305,39.8349,-104.9131,Adams County,School District N. 14,406,287.0,88.5,2.44,0.0,85.02,11.85,0.0,0.0,0.7,15.1,2020.0
80249001632,Monarch High School,9,12,High,0.0,True,329 Campus Drive,Louisville,CO,80027,9746,39.9517,-105.1415,Boulder County,Boulder Valley School District No. Re2,407,1664.0,8.89,1.32,5.29,10.64,76.62,0.06,0.06,6.01,20.2,2020.0
80249001573,Monarch K-8 School,PK,8,Elementary,-32.0,True,263 Campus Drive,Louisville,CO,80027,9727,39.9517,-105.1437,Boulder County,Boulder Valley School District No. Re2,408,765.0,16.99,1.18,16.6,12.16,64.58,0.13,0.0,5.36,17.1,2020.0
80336000384,Montclair School Of Academics And Enrichment,PK,5,Elementary,14.0,True,1151 Newport Street,Denver,CO,80220,4751,39.7336,-104.9098,Denver County,School District No. 1,410,400.0,75.75,42.75,2.75,28.75,19.0,1.0,0.25,5.5,14.7,2020.0
80234000072,Montview Math & Health Sciences Elementary School,PK,5,Elementary,-130.0,True,2055 Moline St,Aurora,CO,80010,1345,39.7483,-104.8546,Adams County,Aurora Joint District No. 28,411,352.0,92.33,8.81,1.14,75.28,9.94,0.28,1.7,2.84,16.8,2020.0
80531000890,Moody Elementary School,PK,5,Elementary,21.0,True,6390 South Windermere Street,Littleton,CO,80120,3249,39.6014,-105.0065,Arapahoe County,Littleton School District No. 6,412,356.0,23.6,1.4,1.69,16.57,75.0,0.28,0.0,5.06,17.9,2020.0
80480001317,Moore Middle School,6,8,Middle,-37.0,True,8455 West 88th Avenue,Arvada,CO,80005,1620,39.8571,-105.0892,Jefferson County,Jefferson County School District No. R-1,413,583.0,49.57,2.4,2.06,33.62,56.26,1.37,0.0,4.29,17.2,2020.0
80336000386,Morey Middle School,6,8,Middle,8.0,True,840 East 14th Avenue,Denver,CO,80218,1803,39.7377,-104.977,Denver County,School District No. 1,414,354.0,33.05,13.56,1.98,21.19,52.26,0.85,0.0,10.17,18.1,2020.0
80480000991,Mortensen Elementary School,PK,5,Elementary,-58.0,True,8006 South Iris,Littleton,CO,80128,7523,39.5717,-105.1075,Jefferson County,Jefferson County School District No. R-1,415,369.0,32.52,1.08,1.9,17.34,73.17,0.27,0.0,6.23,14.1,2020.0
80480001546,Mount Carbon Elementary School,PK,5,Elementary,-29.0,True,12776 West Cross Avenue,Littleton,CO,80127,5216,39.6141,-105.142,Jefferson County,Jefferson County School District No. R-1,416,443.0,21.22,1.58,2.93,20.99,69.53,0.23,0.45,4.29,22.5,2020.0
80690001996,Mountain Range High School,9,12,High,-27.0,True,12500 Huron Street,Westminster,CO,80234,1726,39.9247,-104.9949,Adams County,Adams 12 Five Star Schools,418,1892.0,30.18,1.96,4.44,38.05,51.9,0.74,0.37,2.54,20.4,2020.0
80345001747,Mountain Ridge Middle School,7,8,Middle,-16.0,True,10590 Monte Vista Way,Highlands Ranch,CO,80126,5587,39.5224,-104.9626,Douglas County,Douglas County School District No. Re 1,419,1088.0,7.26,0.83,4.78,12.41,76.1,0.28,0.28,5.33,17.5,2020.0
80690001362,Mountain View Elementary School,PK,5,Elementary,18.0,True,12401 Perry Street,Broomfield,CO,80020,5329,39.9232,-105.0403,Broomfield County,Adams 12 Five Star Schools,421,598.0,22.74,0.0,5.69,22.74,65.05,0.33,0.0,6.19,16.4,2020.0
80291006607,Mountain Vista Elementary School,PK,5,Elementary,17.0,True,22200 East Radcliff Parkway,Centennial,CO,80015,5553,39.632522,-104.728706,Arapahoe County,Cherry Creek School District No. 5,422,685.0,17.37,14.6,8.18,13.58,52.85,0.73,0.0,10.07,17.2,2020.0
80345001748,Mountain Vista High School,9,12,High,-7.0,True,10585 Mountain Vista Ridge,Highlands Ranch,CO,80126,5586,39.5224,-104.9657,Douglas County,Douglas County School District No. Re 1,423,2381.0,5.54,0.63,5.67,11.72,76.86,0.08,0.21,4.83,20.5,2020.0
80234000073,Mrachek Middle School,6,8,Middle,-48.0,True,1955 South Telluride St,Aurora,CO,80013,1337,39.6814,-104.7826,Arapahoe County,Aurora Joint District No. 28,425,974.0,76.39,20.74,4.31,51.33,14.07,0.62,1.75,7.19,18.8,2020.0
80336000387,Munroe Elementary School,PK,5,Elementary,-99.0,True,3440 West Virginia Avenue,Denver,CO,80219,2730,39.7074,-105.0316,Denver County,School District No. 1,426,421.0,98.57,3.8,0.48,90.97,2.61,0.24,1.43,0.48,14.1,2020.0
80234001881,Murphy Creek K-8 School,PK,8,Elementary,-2.0,True,1400 S Old Tom Morris Road,Aurora,CO,80018,6013,39.6908,-104.7102,Arapahoe County,Aurora Joint District No. 28,427,724.0,41.3,14.36,5.11,32.87,37.02,0.97,0.0,9.67,18.0,2020.0
80249000132,Nevin Platt Middle School,6,8,Middle,-44.0,True,6096 Baseline Road,Boulder,CO,80303,3001,40.003,-105.2096,Boulder County,Boulder Valley School District No. Re2,428,532.0,12.03,1.5,1.5,9.59,79.51,0.38,0.0,7.52,17.8,2020.0
80249000465,New Vista High School,9,12,High,-17.0,True,700 20th Street,Boulder,CO,80302,7702,40.0009,-105.2672,Boulder County,Boulder Valley School District No. Re2,429,326.0,19.02,0.31,1.23,15.03,76.69,0.31,0.0,6.44,18.5,2020.0
80336000388,Newlon Elementary School,PK,5,Elementary,-17.0,True,361 Vrain Street,Denver,CO,80219,1147,39.7217,-105.0463,Denver County,School District No. 1,430,375.0,89.33,2.93,1.6,89.33,5.33,0.0,0.0,0.8,14.1,2020.0
80531000885,Newton Middle School,6,8,Middle,-4.0,True,4001 East Arapahoe Road,Centennial,CO,80122,2174,39.5961,-104.9403,Arapahoe County,Littleton School District No. 6,431,631.0,14.74,1.27,1.74,11.89,79.71,0.0,0.0,5.39,18.0,2020.0
80336006520,Noel Community Arts School,6,12,High,-5.0,True,5000 Crown Boulevard,Denver,CO,80239,5628,39.78648,-104.827981,Denver County,School District No. 1,432,425.0,84.94,27.29,0.71,59.06,7.06,0.24,3.29,2.35,12.2,2020.0
80480000759,Normandy Elementary School,PK,5,Elementary,-64.0,True,6750 South Kendall Boulevard,Littleton,CO,80128,3927,39.5933,-105.0647,Jefferson County,Jefferson County School District No. R-1,434,363.0,13.77,0.83,4.13,13.22,78.24,0.55,0.0,3.03,17.5,2020.0
80480000760,North Arvada Middle School,6,8,Middle,-1.0,True,7285 Pierce Street,Arvada,CO,80003,3064,39.8282,-105.0735,Jefferson County,Jefferson County School District No. R-1,435,602.0,60.47,1.0,3.49,41.69,50.17,0.33,0.33,2.99,18.3,2020.0
80258000148,North Elementary School,PK,5,Elementary,-115.0,True,89 North 6th Avenue,Brighton,CO,80601,1767,39.9883,-104.8165,Adams County,School District 27J,436,289.0,71.63,0.69,0.69,77.85,18.69,1.38,0.0,0.69,15.1,2020.0
80336000389,North High School,9,12,High,29.0,True,2960 North Speer Boulevard,Denver,CO,80211,3795,39.7605,-105.0222,Denver County,School District No. 1,437,1350.0,68.15,6.37,1.56,67.41,19.56,2.52,0.15,2.44,16.5,2020.0
80234000074,North Middle School Health Sciences And Technology,6,8,Middle,-39.0,True,12095 Montview Blvd,Aurora,CO,80010,1608,39.7486,-104.8485,Adams County,Aurora Joint District No. 28,439,651.0,92.63,14.59,3.23,72.04,4.3,0.92,1.84,3.07,19.2,2020.0
80690001184,North Mor Elementary School,PK,5,Elementary,-42.0,True,9580 Damon Drive,Northglenn,CO,80221,5566,39.8705,-104.9907,Adams County,Adams 12 Five Star Schools,440,451.0,69.18,2.22,3.77,66.08,24.39,0.0,0.22,3.33,19.1,2020.0
80690001185,North Star Elementary School,PK,5,Elementary,-18.0,True,8740 North Star Drive,Denver,CO,80221,4322,39.8552,-104.9925,Adams County,Adams 12 Five Star Schools,441,418.0,83.49,5.26,1.67,77.99,11.24,0.48,0.72,2.63,16.5,2020.0
80336006527,Northeast Early College,9,12,High,-7.0,True,11200 E 45th Ave,Denver,CO,80239,4329,39.776116,-104.853395,Denver County,School District No. 1,443,463.0,79.91,14.47,0.86,76.24,5.62,0.0,0.86,1.94,17.2,2020.0
80345000442,Northeast Elementary School,3,5,Elementary,-174.0,True,6598 North State Highway 83,Parker,CO,80134,,39.4589,-104.757,Douglas County,Douglas County School District No. Re 1,444,288.0,7.29,0.35,1.39,11.11,80.21,0.69,0.0,6.25,16.6,2020.0
80258000149,Northeast Elementary School,PK,6,Elementary,-80.0,True,1605 Longspeak,Brighton,CO,80601,1787,39.9931,-104.802,Adams County,School District 27J,445,584.0,58.56,1.2,2.05,67.64,27.23,0.17,0.34,1.37,17.2,2020.0
80690001188,Northglenn High School,9,12,High,-18.0,True,601 West 100th Place,Northglenn,CO,80221,6003,39.8799,-104.9939,Adams County,Adams 12 Five Star Schools,447,2064.0,56.1,2.08,4.22,66.52,25.39,0.63,0.05,1.11,20.9,2020.0
80690001187,Northglenn Middle School,6,8,Middle,-10.0,True,1123 Muriel Drive,Northglenn,CO,80233,3151,39.8965,-104.9725,Adams County,Adams 12 Five Star Schools,448,856.0,81.78,1.87,1.64,72.08,22.08,0.35,0.0,1.99,17.0,2020.0
80345001339,Northridge Elementary School,PK,6,Elementary,1.0,True,555 South Park Road,Highlands Ranch,CO,80126,3107,39.5515,-104.9828,Douglas County,Douglas County School District No. Re 1,449,632.0,10.76,1.42,12.5,13.29,65.98,0.0,0.0,6.8,17.3,2020.0
80336006525,Oakland Elementary,PK,5,Elementary,-149.0,True,4580 Dearborn Street,Denver,CO,80239,5424,39.7783,-104.8188,Denver County,School District No. 1,450,279.0,80.65,21.86,2.51,66.67,3.94,0.36,1.08,3.58,13.4,2020.0
80480001283,Oberon Junior High School,6,8,Middle,-18.0,True,7300 Quail Street,Arvada,CO,80005,3531,39.8303,-105.1218,Jefferson County,Jefferson County School District No. R-1,451,742.0,26.01,0.4,1.75,16.98,76.42,0.0,0.13,4.31,19.4,2020.0
80258006420,Otho E Stuart Middle School,6,8,Middle,-85.0,True,15955 East 101st Way,Commerce City,CO,80022,7181,39.881559,-104.801335,Adams County,School District 27J,454,791.0,35.15,6.45,4.42,41.21,42.1,0.25,0.13,5.44,21.1,2020.0
80291001272,Overland High School,9,12,High,-29.0,True,12400 East Jewell Avenue,Aurora,CO,80012,5324,39.6806,-104.8431,Arapahoe County,Cherry Creek School District No. 5,456,2379.0,67.0,27.66,5.59,39.51,19.88,0.84,0.42,6.09,17.6,2020.0
80258001377,Overland Trail Middle School,6,8,Middle,-74.0,True,455 North 19th Avenue,Brighton,CO,80601,3501,39.9947,-104.8006,Adams County,School District 27J,457,619.0,57.51,1.45,1.94,62.84,31.34,0.16,0.16,2.1,20.5,2020.0
80336000390,Palmer Elementary School,PK,5,Elementary,-171.0,True,995 Grape Street,Denver,CO,80220,4426,39.7323,-104.925,Denver County,School District No. 1,458,285.0,38.6,21.05,1.75,17.89,54.74,0.0,0.0,4.56,15.2,2020.0
80336000391,Park Hill School,PK,5,Elementary,29.0,True,5050 East 19th Avenue,Denver,CO,80220,1229,39.7453,-104.9293,Denver County,School District No. 1,460,720.0,14.58,6.94,1.11,10.42,74.72,0.97,0.28,5.56,18.9,2020.0
80234000076,Park Lane Elementary School,PK,5,Elementary,-35.0,True,13001 East 30th Ave,Aurora,CO,80011,2044,39.7591,-104.8369,Adams County,Aurora Joint District No. 28,461,293.0,87.03,10.58,7.85,64.85,7.17,1.71,2.05,5.8,19.4,2020.0
80480000768,Parmalee Elementary School,K,5,Elementary,-10.0,True,4460 S Parmalee Gulch,Indian Hills,CO,80454,,39.6382,-105.27,Jefferson County,Jefferson County School District No. R-1,462,313.0,7.03,0.64,1.6,2.88,92.33,0.32,0.0,2.24,18.1,2020.0
80480000769,Parr Elementary School,PK,5,Elementary,-25.0,True,5800 West 84th Avenue,Arvada,CO,80003,1334,39.849,-105.0611,Jefferson County,Jefferson County School District No. R-1,463,312.0,69.55,1.6,4.49,36.86,50.64,0.64,0.32,5.45,15.0,2020.0
80480000770,Patterson International School,PK,6,Elementary,-115.0,True,1263 South Dudley Street,Lakewood,CO,80232,5203,39.694,-105.0958,Jefferson County,Jefferson County School District No. R-1,466,453.0,49.89,0.44,9.05,45.92,40.84,0.88,0.0,2.87,19.9,2020.0
80531000887,Peabody Elementary School,PK,5,Elementary,22.0,True,3128 East Maplewood Avenue,Centennial,CO,80121,2860,39.6031,-104.9523,Arapahoe County,Littleton School District No. 6,467,379.0,10.82,1.06,2.37,10.03,80.47,0.0,0.26,5.8,16.4,2020.0
80291006183,Peakview Elementary School,PK,5,Elementary,-56.0,True,19451 East Progress Circle,Centennial,CO,80015,3775,39.623,-104.7626,Arapahoe County,Cherry Creek School District No. 5,469,572.0,23.08,6.47,5.42,16.96,60.84,0.0,0.87,9.44,16.7,2020.0
80480000771,Peck Elementary School,K,5,Elementary,20.0,True,6495 Carr Street,Arvada,CO,80004,3337,39.8148,-105.0915,Jefferson County,Jefferson County School District No. R-1,470,241.0,58.92,1.24,0.83,37.76,53.94,1.24,0.0,4.98,14.5,2020.0
80480000772,Peiffer Elementary School,PK,5,Elementary,-17.0,True,4997 South Miller Way,Littleton,CO,80127,1311,39.6274,-105.1144,Jefferson County,Jefferson County School District No. R-1,471,262.0,37.79,0.76,6.49,20.23,67.56,1.15,0.0,3.82,15.6,2020.0
80234001927,Peoria Elementary School,PK,5,Elementary,-146.0,True,875 Peoria St,Aurora,CO,80011,6253,39.7296,-104.8477,Arapahoe County,Aurora Joint District No. 28,472,456.0,97.37,8.55,7.02,76.54,2.85,1.1,1.32,2.63,17.0,2020.0
80345001279,Pine Grove Elementary School,PK,6,Elementary,-30.0,True,10450 Stonegate Parkway,Parker,CO,80134,3750,39.5278,-104.8068,Douglas County,Douglas County School District No. Re 1,473,587.0,4.43,2.39,1.7,9.88,79.56,0.68,0.0,5.79,17.2,2020.0
80345000444,Pine Lane Elementary,PK,6,Elementary,-71.0,True,6485 E Ponderosa Drive,Parker,CO,80138,8017,39.5419,-104.7654,Douglas County,Douglas County School District No. Re 1,474,756.0,26.06,2.25,5.42,17.72,69.18,0.0,0.0,5.42,16.9,2020.0
80291006452,Pine Ridge Elementary School,PK,5,Elementary,39.0,True,6525 S. Wheatlands Parkway,Aurora,CO,80016,5448,39.598972,-104.692827,Arapahoe County,Cherry Creek School District No. 5,475,771.0,7.78,5.58,10.12,13.75,63.55,0.13,0.13,6.74,16.1,2020.0
80249006200,Pioneer Bilingual Elementary School,PK,5,Elementary,-33.0,True,101 E. Baseline Road,Lafayette,CO,80026,2402,40.0009,-105.091,Boulder County,Boulder Valley School District No. Re2,476,485.0,43.3,0.82,0.41,63.71,31.13,0.0,0.0,3.92,14.3,2020.0
80345001583,Pioneer Elementary School,PK,5,Elementary,50.0,True,10881 Riva Ridge Street,Parker,CO,80138,3099,39.5154,-104.7405,Douglas County,Douglas County School District No. Re 1,477,483.0,18.63,2.28,2.69,16.56,71.22,0.0,0.41,6.83,16.9,2020.0
80336006398,Place Bridge Academy,PK,8,Elementary,-47.0,True,7125 Cherry Creek Drive North,Denver,CO,80224,2044,39.688185,-104.905693,Denver County,School District No. 1,478,851.0,93.89,30.32,20.68,35.37,11.4,0.12,0.24,1.88,15.0,2020.0
80336001767,Polaris Elementary School,1,5,Elementary,0.0,True,410 Park Avenue West,Denver,CO,80205,3113,39.7498,-104.9818,Denver County,School District No. 1,479,330.0,7.27,4.85,4.55,9.7,72.12,0.91,0.0,7.88,18.5,2020.0
80291000199,Polton Community Elementary School,PK,5,Elementary,-8.0,True,2985 South Oakland Street,Aurora,CO,80014,3143,39.6639,-104.8516,Arapahoe County,Cherry Creek School District No. 5,480,544.0,52.76,25.0,7.72,18.38,36.4,0.74,0.0,11.76,16.7,2020.0
80480000775,Pomona High School,9,12,High,-20.0,True,8101 West Pomona Drive,Arvada,CO,80005,2572,39.8494,-105.0885,Jefferson County,Jefferson County School District No. R-1,481,1317.0,40.02,1.52,2.2,37.59,54.37,0.38,0.23,3.72,19.5,2020.0
80291000200,Ponderosa Elementary School,PK,5,Elementary,30.0,True,1885 South Lima Street,Aurora,CO,80012,5138,39.6831,-104.8578,Arapahoe County,Cherry Creek School District No. 5,482,618.0,70.39,28.16,5.66,35.44,20.71,1.13,0.32,8.58,14.0,2020.0
80345001341,Ponderosa High School,9,12,High,-4.0,True,7007 East Bayou Gulch Road,Parker,CO,80134,5459,39.436,-104.7552,Douglas County,Douglas County School District No. Re 1,483,1440.0,11.11,0.28,2.36,12.22,79.51,0.62,0.28,4.72,18.2,2020.0
80480001006,Powderhorn Elementary School,K,5,Elementary,6.0,True,12109 West Coal Mine Avenue,Littleton,CO,80127,4851,39.6034,-105.1346,Jefferson County,Jefferson County School District No. R-1,484,541.0,20.89,1.11,2.77,18.48,73.57,0.37,0.0,3.7,18.5,2020.0
80345001809,Prairie Crossing Elementary School,K,6,Elementary,-15.0,True,11605 South Bradbury Ranch Dr,Parker,CO,80134,4308,39.510231,-104.79871,Douglas County,Douglas County School District No. Re 1,485,701.0,7.99,1.85,6.99,12.98,72.75,0.14,0.0,5.28,18.6,2020.0
80690001945,Prairie Hills Elementary School,K,5,Elementary,-15.0,True,13801 Garfield Place,Thornton,CO,80602,7236,39.9466,-104.9444,Adams County,Adams 12 Five Star Schools,486,495.0,12.53,1.01,7.07,15.96,70.51,0.4,0.2,4.85,21.4,2020.0
80291000201,Prairie Middle School,6,8,Middle,-23.0,True,12600 East Jewell Avenue,Aurora,CO,80012,5325,39.6815,-104.8403,Arapahoe County,Cherry Creek School District No. 5,487,1630.0,73.07,26.87,4.36,40.74,19.94,0.92,0.49,6.69,16.4,2020.0
80258002003,Prairie View High School,9,12,High,-14.0,True,12909 E 120th Ave,Henderson,CO,80640,9146,39.9162,-104.8401,Adams County,School District 27J,488,1771.0,32.98,3.84,4.23,47.6,40.65,0.56,0.11,2.99,21.6,2020.0
80258006362,Prairie View Middle School,6,8,Middle,-9.0,True,12915 East 120th Avenue,Henderson,CO,80640,9146,39.91524,-104.8336,Adams County,School District 27J,489,611.0,41.73,0.98,4.26,52.54,38.46,0.49,0.0,3.27,19.3,2020.0
80480000776,Prospect Valley Elementary School,K,5,Elementary,79.0,True,3400 Pierson Street,Wheat Ridge,CO,80033,5406,39.7644,-105.1225,Jefferson County,Jefferson County School District No. R-1,492,453.0,22.08,0.44,2.65,19.87,74.39,0.66,0.0,1.99,18.7,2020.0
80480000777,Ralston Elementary School,K,5,Elementary,4.0,True,25856 Columbine Glen,Golden,CO,80401,9616,39.7168,-105.2925,Jefferson County,Jefferson County School District No. R-1,493,275.0,3.27,1.45,1.45,5.82,85.09,0.0,0.0,6.18,16.9,2020.0
80480001797,Ralston Valley Senior High School,9,12,High,-3.0,True,13355 West 80th Avenue,Arvada,CO,80005,2935,39.8433,-105.1502,Jefferson County,Jefferson County School District No. R-1,494,1843.0,8.46,0.16,3.15,12.15,80.85,0.38,0.22,3.09,20.9,2020.0
80345001528,Ranch View Middle School,7,8,Middle,192.0,True,1731 Wildcat Reserve Parkway,Highlands Ranch,CO,80129,5481,39.5327,-105.0082,Douglas County,Douglas County School District No. Re 1,495,795.0,7.8,0.63,2.52,12.08,79.87,0.75,0.0,4.15,17.5,2020.0
80234001389,Rangeview High School,9,12,High,17.0,True,17599 East Iliff Ave,Aurora,CO,80013,4212,39.6754,-104.7814,Arapahoe County,Aurora Joint District No. 28,496,2253.0,55.61,19.8,5.68,43.63,23.57,0.58,0.58,6.17,20.8,2020.0
